window_id,timestamp,period_index,annual_weight_per_hour,comparator_pcc_export_mw,candidate_pcc_export_mw,delta_pcc_export_mw,annualized_delta_export_energy_mwh
winter_fortnight_20240101,2024-01-10T18:00:00,234,26.142857143,309.722209951,315.866680599,6.144470648,160.634018374
winter_fortnight_20240101,2024-01-10T19:00:00,235,26.142857143,340.034569169,338.170151847,-1.864417322,-48.741195702
winter_fortnight_20240101,2024-01-10T20:00:00,236,26.142857143,375.952528592,374.085677202,-1.866851390,-48.804829192
winter_fortnight_20240101,2024-01-10T21:00:00,237,26.142857143,410.012263558,403.925492828,-6.086770731,-159.125577675
winter_fortnight_20240101,2024-01-10T22:00:00,238,26.142857143,429.001768581,427.149448057,-1.852320524,-48.424950829
winter_fortnight_20240101,2024-01-10T23:00:00,239,26.142857143,428.680503254,426.822780855,-1.857722399,-48.566171293
winter_fortnight_20240101,2024-01-11T00:00:00,240,26.142857143,413.681565683,411.821661628,-1.859904055,-48.623205998
winter_fortnight_20240101,2024-01-11T01:00:00,241,26.142857143,364.950235391,363.090615335,-1.859620056,-48.615781468
winter_fortnight_20240101,2024-01-11T02:00:00,242,26.142857143,305.480470966,303.621422171,-1.859048796,-48.600847085
winter_fortnight_20240101,2024-01-11T03:00:00,243,26.142857143,273.866639857,272.015660760,-1.850979097,-48.389882102
winter_fortnight_20240101,2024-01-11T04:00:00,244,26.142857143,256.481077019,254.631199968,-1.849877051,-48.361071478
winter_fortnight_20240101,2024-01-11T05:00:00,245,26.142857143,257.206040262,255.354894666,-1.851145596,-48.394234871
winter_fortnight_20240101,2024-01-11T06:00:00,246,26.142857143,286.708020850,284.856558096,-1.851462754,-48.402526281
winter_fortnight_20240101,2024-01-11T07:00:00,247,26.142857143,334.384560714,332.531452599,-1.853108115,-48.445540725
winter_fortnight_20240101,2024-01-11T08:00:00,248,26.142857143,463.356373256,461.501145663,-1.855227593,-48.500949942
winter_fortnight_20240101,2024-01-11T09:00:00,249,26.142857143,564.248507890,562.406235287,-1.842272603,-48.162269482
winter_fortnight_20240101,2024-01-11T10:00:00,250,26.142857143,532.237254875,530.410661078,-1.826593797,-47.752380693
winter_fortnight_20240101,2024-01-11T11:00:00,251,26.142857143,653.348536962,651.531592099,-1.816944863,-47.500129995
winter_fortnight_20240101,2024-01-11T12:00:00,252,26.142857143,652.512374579,650.701231602,-1.811142978,-47.348452133
winter_fortnight_20240101,2024-01-11T13:00:00,253,26.142857143,603.819513346,602.012892634,-1.806620711,-47.230227160
winter_fortnight_20240101,2024-01-11T14:00:00,254,26.142857143,511.999857298,510.196430125,-1.803427172,-47.146738931
winter_fortnight_20240101,2024-01-11T15:00:00,255,26.142857143,407.576964073,405.772874215,-1.804089859,-47.164063444
winter_fortnight_20240101,2024-01-11T16:00:00,256,26.142857143,313.217632849,311.410641133,-1.806991715,-47.239926268
winter_fortnight_20240101,2024-01-11T17:00:00,257,26.142857143,261.572681888,259.758734552,-1.813947336,-47.421766076
winter_fortnight_20240101,2024-01-11T18:00:00,258,26.142857143,253.085701013,251.262457934,-1.823243079,-47.664783351
winter_fortnight_20240101,2024-01-11T19:00:00,259,26.142857143,297.583455383,295.752010481,-1.831444902,-47.879202434
winter_fortnight_20240101,2024-01-11T20:00:00,260,26.142857143,344.325620636,342.500579979,-1.825040658,-47.711777194
winter_fortnight_20240101,2024-01-11T21:00:00,261,26.142857143,395.106827219,393.278788600,-1.828038619,-47.790152464
winter_fortnight_20240101,2024-01-11T22:00:00,262,26.142857143,474.893729194,580.462997685,105.569268491,2759.882304827
winter_fortnight_20240101,2024-01-11T23:00:00,263,26.142857143,597.306582622,700.000000000,102.693417378,2684.699340038
winter_fortnight_20240101,2024-01-12T00:00:00,264,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-12T01:00:00,265,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-12T02:00:00,266,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-12T03:00:00,267,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-12T04:00:00,268,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-12T05:00:00,269,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-12T06:00:00,270,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-12T07:00:00,271,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-12T08:00:00,272,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-12T09:00:00,273,26.142857143,520.909546937,519.374467749,-1.535079188,-40.131355914
winter_fortnight_20240101,2024-01-12T10:00:00,274,26.142857143,395.711118092,394.185811508,-1.525306584,-39.875872119
winter_fortnight_20240101,2024-01-12T11:00:00,275,26.142857143,396.139540523,394.624959963,-1.514580560,-39.595463213
winter_fortnight_20240101,2024-01-12T12:00:00,276,26.142857143,384.638495544,383.128565692,-1.509929852,-39.473880426
winter_fortnight_20240101,2024-01-12T13:00:00,277,26.142857143,432.479765392,430.970759863,-1.509005529,-39.449715981
winter_fortnight_20240101,2024-01-12T14:00:00,278,26.142857143,401.569993822,400.065767491,-1.504226332,-39.324774099
winter_fortnight_20240101,2024-01-12T15:00:00,279,26.142857143,370.623395294,369.116639995,-1.506755299,-39.390888526
winter_fortnight_20240101,2024-01-12T16:00:00,280,26.142857143,315.746847800,314.239136926,-1.507710874,-39.415869992
winter_fortnight_20240101,2024-01-12T17:00:00,281,26.142857143,277.774873278,276.262547752,-1.512325526,-39.536510187
winter_fortnight_20240101,2024-01-12T18:00:00,282,26.142857143,242.927313142,241.408481143,-1.518831999,-39.706607966
winter_fortnight_20240101,2024-01-12T19:00:00,283,26.142857143,246.473210453,244.953067881,-1.520142572,-39.740870087
winter_fortnight_20240101,2024-01-12T20:00:00,284,26.142857143,247.763200842,246.240645223,-1.522555619,-39.803954039
winter_fortnight_20240101,2024-01-12T21:00:00,285,26.142857143,245.963505807,244.560971321,-1.402534486,-36.666258717
winter_fortnight_20240101,2024-01-12T22:00:00,286,26.142857143,244.721669347,241.511460756,-3.210208591,-83.924024603
winter_fortnight_20240101,2024-01-12T23:00:00,287,26.142857143,238.983395250,237.447420135,-1.535975115,-40.154778010
winter_fortnight_20240101,2024-01-13T00:00:00,288,26.142857143,234.114385494,238.487381301,4.372995806,114.322604651
winter_fortnight_20240101,2024-01-13T01:00:00,289,26.142857143,231.321103824,240.586104867,9.265001042,242.213598682
winter_fortnight_20240101,2024-01-13T02:00:00,290,26.142857143,241.534478557,239.993699371,-1.540779186,-40.280370152
winter_fortnight_20240101,2024-01-13T03:00:00,291,26.142857143,254.901807539,253.367224467,-1.534583072,-40.118386017
winter_fortnight_20240101,2024-01-13T04:00:00,292,26.142857143,279.136476912,277.604693428,-1.531783485,-40.045196815
winter_fortnight_20240101,2024-01-13T05:00:00,293,26.142857143,314.744993581,313.214722430,-1.530271151,-40.005660091
winter_fortnight_20240101,2024-01-13T06:00:00,294,26.142857143,357.772274880,356.239329266,-1.532945614,-40.075578194
winter_fortnight_20240101,2024-01-13T07:00:00,295,26.142857143,408.518805036,406.981304373,-1.537500663,-40.194660185
winter_fortnight_20240101,2024-01-13T08:00:00,296,26.142857143,516.163280166,514.623456750,-1.539823416,-40.255383583
winter_fortnight_20240101,2024-01-13T09:00:00,297,26.142857143,594.591641965,593.063650329,-1.527991636,-39.946067051
winter_fortnight_20240101,2024-01-13T10:00:00,298,26.142857143,482.306417821,480.796821009,-1.509596812,-39.465173791
winter_fortnight_20240101,2024-01-13T11:00:00,299,26.142857143,484.372690494,482.872479790,-1.500210704,-39.219794126
winter_fortnight_20240101,2024-01-13T12:00:00,300,26.142857143,557.088655823,555.593129423,-1.495526400,-39.097333029
winter_fortnight_20240101,2024-01-13T13:00:00,301,26.142857143,499.077529642,497.585122017,-1.492407625,-39.015799352
winter_fortnight_20240101,2024-01-13T14:00:00,302,26.142857143,378.836701899,377.344824027,-1.491877871,-39.001950064
winter_fortnight_20240101,2024-01-13T15:00:00,303,26.142857143,293.498881555,292.002111364,-1.496770191,-39.129849279
winter_fortnight_20240101,2024-01-13T16:00:00,304,26.142857143,255.762032332,260.428929816,4.666897484,122.006034230
winter_fortnight_20240101,2024-01-13T17:00:00,305,26.142857143,234.109688635,232.604741219,-1.504947417,-39.343625321
winter_fortnight_20240101,2024-01-13T18:00:00,306,26.142857143,224.802828389,223.295069533,-1.507758855,-39.417124363
winter_fortnight_20240101,2024-01-13T19:00:00,307,26.142857143,226.963768561,225.455599352,-1.508169209,-39.427852191
winter_fortnight_20240101,2024-01-13T20:00:00,308,26.142857143,227.109717979,225.600706803,-1.509011176,-39.449863610
winter_fortnight_20240101,2024-01-13T21:00:00,309,26.142857143,230.394568433,228.884677152,-1.509891282,-39.472872074
winter_fortnight_20240101,2024-01-13T22:00:00,310,26.142857143,230.152722764,228.641243239,-1.511479525,-39.514393303
winter_fortnight_20240101,2024-01-13T23:00:00,311,26.142857143,234.910770234,233.398018594,-1.512751640,-39.547650016
winter_fortnight_20240101,2024-01-14T00:00:00,312,26.142857143,264.589337151,263.074722787,-1.514614364,-39.596346935
winter_fortnight_20240101,2024-01-14T01:00:00,313,26.142857143,274.427057311,272.905846475,-1.521210836,-39.768797581
winter_fortnight_20240101,2024-01-14T02:00:00,314,26.142857143,305.538900416,304.011998203,-1.526902212,-39.917586409
winter_fortnight_20240101,2024-01-14T03:00:00,315,26.142857143,374.389017627,372.858435552,-1.530582075,-40.013788544
winter_fortnight_20240101,2024-01-14T04:00:00,316,26.142857143,463.588081878,462.056465485,-1.531616393,-40.040828562
winter_fortnight_20240101,2024-01-14T05:00:00,317,26.142857143,592.330246894,601.793620437,9.463373543,247.399622629
winter_fortnight_20240101,2024-01-14T06:00:00,318,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-14T07:00:00,319,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-14T08:00:00,320,26.142857143,700.000000000,606.180357697,-93.819642303,-2452.713505915
winter_fortnight_20240101,2024-01-14T09:00:00,321,26.142857143,497.310360823,561.121132015,63.810771192,1668.195875456
winter_fortnight_20240101,2024-01-14T10:00:00,322,26.142857143,423.823806416,571.912925082,148.089118666,3871.472673695
winter_fortnight_20240101,2024-01-14T11:00:00,323,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-14T12:00:00,324,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-14T13:00:00,325,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-14T14:00:00,326,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-14T15:00:00,327,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-14T16:00:00,328,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-14T17:00:00,329,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-14T18:00:00,330,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-14T19:00:00,331,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-14T20:00:00,332,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-14T21:00:00,333,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-14T22:00:00,334,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
winter_fortnight_20240101,2024-01-14T23:00:00,335,26.142857143,700.000000000,700.000000000,0.000000000,0.000000000
