window_id,window_start,hours,annual_weight_per_hour,service_id,service_curtailment_ceiling_mwh,renewable_available_mwh,comparator_curtailment_mwh,candidate_curtailment_mwh,curtailment_reduction_mwh,comparator_fuel_tce,candidate_fuel_tce,fuel_saving_tce,comparator_pcc_export_mwh,candidate_pcc_export_mwh,pcc_export_change_mwh,tes_auxiliary_mwh_e,maximum_tes_ownership_eac_cny_per_year,system_eac_ceiling_cny_per_kwh_th_year,system_eac_ceiling_cny_per_kw_e_charge_year,system_eac_ceiling_cny_per_kw_th_output_year,claim_scope,formal_tes_portfolio_ready,non_tes_cost_scope_complete,comparator_termination,candidate_termination,comparator_mip_gap,candidate_mip_gap,scientific_status
winter_day_20240101,2024-01-01T00:00:00,24,366.000000,primary_incumbent_conditional_no_storage_plus_tolerance:winter_day_20240101,578534.890444,3114294.617098,578534.890132,369164.905507,209369.984626,679515.402564,609293.294948,70222.107616,4656918.486026,3773325.204941,-883593.281085,10140.311091,56238077.105431,46.865064,374.920514,374.920514,exploratory_threshold_only,false,false,optimal,optimal,0.000000,0.000000,exploratory_only_formal_heat_plus_legacy_2019_vre_shape_fuel_scope_cascade_electric_plus_heat_tes_not_e1
