Solution_ID,Economic_Cost,PV,WT,GT,HP,EC,AC,ES,HS,CS
0,928701.3349532634,2586.212158203125,1170.4254150390625,1620.7122802734375,3000.0,908.1344604492188,359.29107666015625,1894.53125,3185.577392578125,854.00390625
