model_period,block_id,block_kind,block_order,block_period,source_hour_index,source_timestamp,source_week_index,source_role,scored,annual_weight,heat_demand_mw,wind_cf,pv_cf,ambient_temperature_c,wind_available_mw,pv_available_mw,minimum_heat_constrained_net_chp_mw,positive_surplus_pressure_mw
261,representative_week_05,representative_week,2,93,764,2024-02-01T20:00:00,5,representative_scored,true,3,367.037037037037,0.856,0.0,4.0,898.8,0.0,236.8622290648568,435.6622290648568
262,representative_week_05,representative_week,2,94,765,2024-02-01T21:00:00,5,representative_scored,true,3,395.975,0.862,0.0,4.19,905.1,0.0,251.47415230515927,456.57415230515926
263,representative_week_05,representative_week,2,95,766,2024-02-01T22:00:00,5,representative_scored,true,3,388.606944444444,0.843,0.0,2.98,885.15,0.0,247.75372933185386,432.9037293318538
264,representative_week_05,representative_week,2,96,767,2024-02-01T23:00:00,5,representative_scored,true,3,382.266203703704,0.848,0.0,0.51,890.4,0.0,244.55203828300802,434.95203828300805
265,representative_week_05,representative_week,2,97,768,2024-02-02T00:00:00,5,representative_scored,true,3,367.965277777778,0.838,0.0,-0.77,879.9,0.0,237.33093456667768,417.23093456667766
266,representative_week_05,representative_week,2,98,769,2024-02-02T01:00:00,5,representative_scored,true,3,364.229166666667,0.837,0.0,-1.48,878.8499999999999,0.0,235.44442414289054,414.2944241428904
267,representative_week_05,representative_week,2,99,770,2024-02-02T02:00:00,5,representative_scored,true,3,371.186111111111,0.831,0.0,-1.54,872.55,0.0,238.9572608390799,411.5072608390799
268,representative_week_05,representative_week,2,100,771,2024-02-02T03:00:00,5,representative_scored,true,3,373.840740740741,0.813,0.0,0.45,853.65,0.0,240.29768844378833,393.94768844378837
269,representative_week_05,representative_week,2,101,772,2024-02-02T04:00:00,5,representative_scored,true,3,361.881018518518,0.783,0.0,1.63,822.15,0.0,234.25875117269823,356.4087511726982
270,representative_week_05,representative_week,2,102,773,2024-02-02T05:00:00,5,representative_scored,true,3,364.877314814815,0.723,0.0,0.46,759.15,0.0,235.7716998050097,294.92169980500967
271,representative_week_05,representative_week,2,103,774,2024-02-02T06:00:00,5,representative_scored,true,3,379.414814814815,0.674,0.0,-0.28,707.7,0.0,243.11225913801348,250.8122591380136
272,representative_week_05,representative_week,2,104,775,2024-02-02T07:00:00,5,representative_scored,true,3,374.466203703704,0.668,0.0,-0.43,701.4000000000001,0.0,240.6135094577334,242.01350945773345
273,representative_week_05,representative_week,2,105,776,2024-02-02T08:00:00,5,representative_scored,true,3,382.839351851852,0.612,0.15889308831075,-1.03,642.6,31.778617662149998,244.8414434756533,219.22006113780344
274,representative_week_05,representative_week,2,106,777,2024-02-02T09:00:00,5,representative_scored,true,3,370.695833333333,0.455,0.33929710810514996,2.8,477.75,67.85942162103,238.70970017751955,84.31912179854965
275,representative_week_05,representative_week,2,107,778,2024-02-02T10:00:00,5,representative_scored,true,3,376.925462962963,0.694,0.53979482856875,5.32,728.6999999999999,107.95896571375,241.85528682714556,378.51425254089554
276,representative_week_05,representative_week,2,108,779,2024-02-02T11:00:00,5,representative_scored,true,3,352.648148148148,0.732,0.531627740432,8.39,768.6,106.3255480864,229.59670936581023,404.52225745221017
277,representative_week_05,representative_week,2,109,780,2024-02-02T12:00:00,5,representative_scored,true,3,386.149074074074,0.773,0.6148616874670875,8.9,811.65,122.9723374934175,246.51265326743197,481.1349907608494
278,representative_week_05,representative_week,2,110,781,2024-02-02T13:00:00,5,representative_scored,true,3,402.018518518519,0.839,0.68648621106875,9.28,880.9499999999999,137.29724221375,254.52576408609102,572.773006299841
279,representative_week_05,representative_week,2,111,782,2024-02-02T14:00:00,5,representative_scored,true,3,403.491666666667,0.905,0.6194805555494876,9.84,950.25,123.8961111098975,255.26961491242196,629.4157260223194
280,representative_week_05,representative_week,2,112,783,2024-02-02T15:00:00,5,representative_scored,true,3,416.961574074074,0.929,0.4944923662551501,9.34,975.45,98.89847325103001,262.0711044762492,636.4195777272794
281,representative_week_05,representative_week,2,113,784,2024-02-02T16:00:00,5,representative_scored,true,3,412.0875,0.925,0.32706181586515,9.3,971.25,65.41236317303,259.60999149711273,596.2723546701427
282,representative_week_05,representative_week,2,114,785,2024-02-02T17:00:00,5,representative_scored,true,3,375.391666666667,0.879,0.1317220428288,8.56,922.95,26.344408565760002,241.0808123495736,490.37522091533356
283,representative_week_05,representative_week,2,115,786,2024-02-02T18:00:00,5,representative_scored,true,3,350.182407407407,0.831,0.0,7.2,872.55,0.0,228.35165923977658,400.90165923977656
284,representative_week_05,representative_week,2,116,787,2024-02-02T19:00:00,5,representative_scored,true,3,351.644444444444,0.681,0.0,4.74,715.0500000000001,0.0,229.08989962618546,244.13989962618552
285,representative_week_05,representative_week,2,117,788,2024-02-02T20:00:00,5,representative_scored,true,3,344.572222222222,0.599,0.0,2.5,628.9499999999999,0.0,225.51885461580483,154.46885461580473
286,representative_week_05,representative_week,2,118,789,2024-02-02T21:00:00,5,representative_scored,true,3,346.259259259259,0.663,0.0,1.03,696.1500000000001,0.0,226.3707064106351,222.52070641063517
287,representative_week_05,representative_week,2,119,790,2024-02-02T22:00:00,5,representative_scored,true,3,350.397222222222,0.682,0.0,0.11,716.1,0.0,228.46012774493622,244.56012774493627
288,representative_week_05,representative_week,2,120,791,2024-02-02T23:00:00,5,representative_scored,true,3,347.779166666667,0.698,0.0,-0.42,732.9,0.0,227.13816783830492,260.03816783830484
289,representative_week_05,representative_week,2,121,792,2024-02-03T00:00:00,5,representative_scored,true,3,336.425,0.715,0.0,-0.39,750.75,0.0,221.40499954296646,272.1549995429665
290,representative_week_05,representative_week,2,122,793,2024-02-03T01:00:00,5,representative_scored,true,3,346.04212962963,0.652,0.0,-0.25,684.6,0.0,226.26106906382546,210.86106906382543
291,representative_week_05,representative_week,2,123,794,2024-02-03T02:00:00,5,representative_scored,true,3,344.325,0.609,0.0,-0.42,639.4499999999999,0.0,225.39402232753943,164.8440223275394
292,representative_week_05,representative_week,2,124,795,2024-02-03T03:00:00,5,representative_scored,true,3,346.626851851852,0.562,0.0,0.06,590.1,0.0,226.55631846472295,116.65631846472297
293,representative_week_05,representative_week,2,125,796,2024-02-03T04:00:00,5,representative_scored,true,3,324.426851851852,0.516,0.0,-0.52,541.8000000000001,0.0,215.34665950047975,57.146659500479814
294,representative_week_05,representative_week,2,126,797,2024-02-03T05:00:00,5,representative_scored,true,3,329.534722222222,0.466,0.0,-1.24,489.3,0.0,217.925825486309,7.225825486309077
295,representative_week_05,representative_week,2,127,798,2024-02-03T06:00:00,5,representative_scored,true,3,336.006481481482,0.423,0.0,-1.55,444.15,0.0,221.19367297256974,0.0
296,representative_week_05,representative_week,2,128,799,2024-02-03T07:00:00,5,representative_scored,true,3,341.136111111111,0.445,0.0,-1.34,467.25,0.0,223.7838260699129,0.0
297,representative_week_05,representative_week,2,129,800,2024-02-03T08:00:00,5,representative_scored,true,3,354.060185185185,0.453,0.1828657539128875,-1.38,475.65000000000003,36.5731507825775,230.30970277256992,42.532853555147426
298,representative_week_05,representative_week,2,130,801,2024-02-03T09:00:00,5,representative_scored,true,3,355.553240740741,0.383,0.44199997357900006,1.11,402.15000000000003,88.3999947158,231.06360563709475,21.613600352894764
299,representative_week_05,representative_week,2,131,802,2024-02-03T10:00:00,5,representative_scored,true,3,357.541203703704,0.564,0.6294022652630875,4.65,592.1999999999999,125.8804530526175,232.06740684648042,250.14785989909774
300,representative_week_05,representative_week,2,132,803,2024-02-03T11:00:00,5,representative_scored,true,3,358.038425925926,0.736,0.7515604967479874,6.29,772.8,150.31209934959747,232.3184740329918,455.4305733825893
301,representative_week_05,representative_week,2,133,804,2024-02-03T12:00:00,5,representative_scored,true,3,357.519444444444,0.819,0.8101648399614001,7.1,859.9499999999999,162.03296799228002,232.05641973496603,554.0393877272459
302,representative_week_05,representative_week,2,134,805,2024-02-03T13:00:00,5,representative_scored,true,3,360.67037037037,0.834,0.8031349403515876,7.99,875.6999999999999,160.6269880703175,233.6474469895256,569.974435059843
303,representative_week_05,representative_week,2,135,806,2024-02-03T14:00:00,5,representative_scored,true,3,369.773611111111,0.814,0.7312110613376,8.6,854.6999999999999,146.24221226752002,238.24403366399008,539.18624593151
304,representative_week_05,representative_week,2,136,807,2024-02-03T15:00:00,5,representative_scored,true,3,384.391666666667,0.756,0.5990063121085876,9.16,793.8,119.80126242171751,245.62526868642894,459.2265311081462
305,representative_week_05,representative_week,2,137,808,2024-02-03T16:00:00,5,representative_scored,true,3,374.033333333333,0.635,0.41016792142558745,9.15,666.75,82.03358428511748,240.39493606910344,289.17852035422095
306,representative_week_05,representative_week,2,138,809,2024-02-03T17:00:00,5,representative_scored,true,3,346.262037037037,0.464,0.1821992867218875,8.63,487.20000000000005,36.4398573443775,226.3721090206157,50.011966364993214
307,representative_week_05,representative_week,2,139,810,2024-02-03T18:00:00,5,representative_scored,true,3,323.380555555556,0.345,0.0,7.55,362.25,0.0,214.81834307448744,0.0
308,representative_week_05,representative_week,2,140,811,2024-02-03T19:00:00,5,representative_scored,true,3,319.976388888889,0.221,0.0,6.79,232.05,0.0,213.0994445433712,0.0
309,representative_week_05,representative_week,2,141,812,2024-02-03T20:00:00,5,representative_scored,true,3,337.428240740741,0.149,0.0,4.35,156.45,0.0,221.91157551426107,0.0
310,representative_week_05,representative_week,2,142,813,2024-02-03T21:00:00,5,representative_scored,true,3,341.112037037037,0.187,0.0,3.37,196.35,0.0,223.77167011674848,0.0
311,representative_week_05,representative_week,2,143,814,2024-02-03T22:00:00,5,representative_scored,true,3,336.143055555556,0.395,0.0,1.83,414.75,0.0,221.26263462994478,0.0
312,representative_week_05,representative_week,2,144,815,2024-02-03T23:00:00,5,representative_scored,true,3,332.142592592593,0.675,0.0,1.5,708.75,0.0,219.24264248967904,227.99264248967904
313,representative_week_05,representative_week,2,145,816,2024-02-04T00:00:00,5,representative_scored,true,3,320.579166666667,0.839,0.0,-0.32,880.9499999999999,0.0,213.40381090914215,394.3538109091421
314,representative_week_05,representative_week,2,146,817,2024-02-04T01:00:00,5,representative_scored,true,3,323.569444444444,0.907,0.0,-0.67,952.35,0.0,214.9137205531617,467.26372055316165
315,representative_week_05,representative_week,2,147,818,2024-02-04T02:00:00,5,representative_scored,true,3,323.927314814815,0.929,0.0,-0.72,975.45,0.0,215.09442347231789,490.54442347231793
316,representative_week_05,representative_week,2,148,819,2024-02-04T03:00:00,5,representative_scored,true,3,323.258333333333,0.937,0.0,-0.68,983.85,0.0,214.75662823534455,498.6066282353445
317,representative_week_05,representative_week,2,149,820,2024-02-04T04:00:00,5,representative_scored,true,3,321.35462962963,0.941,0.0,-1.95,988.05,0.0,213.79537286203478,501.84537286203476
318,representative_week_05,representative_week,2,150,821,2024-02-04T05:00:00,5,representative_scored,true,3,321.750462962963,0.937,0.0,-1.76,983.85,0.0,213.99524478425747,497.8452447842574
319,representative_week_05,representative_week,2,151,822,2024-02-04T06:00:00,5,representative_scored,true,3,330.891666666667,0.935,0.0,-2.43,981.75,0.0,218.61100046178888,500.361000461789
320,representative_week_05,representative_week,2,152,823,2024-02-04T07:00:00,5,representative_scored,true,3,340.297222222222,0.931,0.0,-2.5,977.5500000000001,0.0,223.36023785579854,500.91023785579864
321,representative_week_05,representative_week,2,153,824,2024-02-04T08:00:00,5,representative_scored,true,3,357.789814814815,0.873,0.09307563470275,-2.22,916.65,18.61512694055,232.19294043973608,467.45806738028614
322,representative_week_05,representative_week,2,154,825,2024-02-04T09:00:00,5,representative_scored,true,3,373.568518518518,0.638,0.20765936180555003,1.21,669.9,41.531872361110004,240.16023266569786,251.59210502680787
323,representative_week_05,representative_week,2,155,826,2024-02-04T10:00:00,5,representative_scored,true,3,374.278240740741,0.383,0.49046742145748745,4.69,402.15000000000003,98.09348429149749,240.51859951571876,40.7620838072163
324,representative_week_05,representative_week,2,156,827,2024-02-04T11:00:00,5,representative_scored,true,3,367.552777777778,0.426,0.7038000613152,9.27,447.3,140.76001226304,237.12264698457176,125.18265924761181
325,representative_week_05,representative_week,2,157,828,2024-02-04T12:00:00,5,representative_scored,true,3,362.140740740741,0.297,0.7915798058592001,10.58,311.84999999999997,158.31596117184,234.38989520587637,4.555856377716282
326,representative_week_05,representative_week,2,158,829,2024-02-04T13:00:00,5,representative_scored,true,3,363.840277777778,0.213,0.7880769840632,11.62,223.65,157.61539681264,235.24805874561898,0.0
327,representative_week_05,representative_week,2,159,830,2024-02-04T14:00:00,5,representative_scored,true,3,363.636111111111,0.242,0.7140871431451876,12.41,254.1,142.81742862903752,235.14496691205122,0.0
328,representative_week_05,representative_week,2,160,831,2024-02-04T15:00:00,5,representative_scored,true,3,361.964814814815,0.387,0.5817657116160874,13.3,406.35,116.35314232321747,234.30106324044397,57.00420556366157
329,representative_week_05,representative_week,2,161,832,2024-02-04T16:00:00,5,representative_scored,true,3,358.093981481481,0.526,0.39991882888515,13.34,552.3000000000001,79.98376577703,232.3465262326017,164.63029200963183
330,representative_week_05,representative_week,2,162,833,2024-02-04T17:00:00,5,representative_scored,true,3,359.964351851852,0.635,0.1780062639321875,12.52,666.75,35.6012527864375,233.29095028614603,235.64220307258347
331,representative_week_05,representative_week,2,163,834,2024-02-04T18:00:00,5,representative_scored,true,3,362.101388888889,0.616,0.0,10.74,646.8,0.0,234.37002489781904,181.17002489781896
332,representative_week_05,representative_week,2,164,835,2024-02-04T19:00:00,5,representative_scored,true,3,351.284722222222,0.572,0.0,8.69,600.5999999999999,0.0,228.90826163370943,129.50826163370937
333,representative_week_05,representative_week,2,165,836,2024-02-04T20:00:00,5,representative_scored,true,3,340.971296296296,0.533,0.0,9.11,559.65,0.0,223.70060454440244,83.35060454440236
334,representative_week_05,representative_week,2,166,837,2024-02-04T21:00:00,5,representative_scored,true,3,338.778240740741,0.494,0.0,4.53,518.7,0.0,222.5932439647894,41.29324396478944
335,representative_week_05,representative_week,2,167,838,2024-02-04T22:00:00,5,representative_scored,true,3,326.899537037037,0.473,0.0,0.94,496.65,0.0,216.59521615146446,13.245216151464433
336,representative_week_05,representative_week,2,168,839,2024-02-04T23:00:00,5,representative_scored,true,3,328.534722222222,0.431,0.0,-0.47,452.55,0.0,217.42088589332508,0.0
337,representative_week_08,representative_week,3,1,1176,2024-02-19T00:00:00,8,representative_scored,true,10,274.869444444444,0.051,0.0,-0.01,53.55,0.0,190.32316237484454,0.0
338,representative_week_08,representative_week,3,2,1177,2024-02-19T01:00:00,8,representative_scored,true,10,275.375462962963,0.062,0.0,-0.83,65.1,0.0,190.57867115962785,0.0
339,representative_week_08,representative_week,3,3,1178,2024-02-19T02:00:00,8,representative_scored,true,10,260.600462962963,0.07,0.0,-1.82,73.5,0.0,183.11818867329035,0.0
340,representative_week_08,representative_week,3,4,1179,2024-02-19T03:00:00,8,representative_scored,true,10,263.574074074074,0.083,0.0,-0.85,87.15,0.0,184.61968265742718,0.0
341,representative_week_08,representative_week,3,5,1180,2024-02-19T04:00:00,8,representative_scored,true,10,263.847685185185,0.078,0.0,-0.85,81.9,0.0,184.75783974050748,0.0
342,representative_week_08,representative_week,3,6,1181,2024-02-19T05:00:00,8,representative_scored,true,10,265.443055555556,0.046,0.0,-0.78,48.3,0.0,185.5634054059812,0.0
343,representative_week_08,representative_week,3,7,1182,2024-02-19T06:00:00,8,representative_scored,true,10,265.755555555556,0.018,0.0,-0.54,18.9,0.0,185.72119902878867,0.0
344,representative_week_08,representative_week,3,8,1183,2024-02-19T07:00:00,8,representative_scored,true,10,280.166203703704,0.01,0.0,-0.3,10.5,0.0,192.99770583934912,0.0
345,representative_week_08,representative_week,3,9,1184,2024-02-19T08:00:00,8,representative_scored,true,10,315.692592592593,0.016,0.1782363775248875,-0.02,16.8,35.6472755049775,210.93638618509343,0.0
346,representative_week_08,representative_week,3,10,1185,2024-02-19T09:00:00,8,representative_scored,true,10,282.514351851852,0.011,0.43444742193798747,1.21,11.549999999999999,86.88948438759749,194.18337880954093,0.0
347,representative_week_08,representative_week,3,11,1186,2024-02-19T10:00:00,8,representative_scored,true,10,236.301388888889,0.005,0.6403240737754875,3.41,5.25,128.0648147550975,170.84862410044113,0.0
348,representative_week_08,representative_week,3,12,1187,2024-02-19T11:00:00,8,representative_scored,true,10,238.199074074074,0.006,0.7152556946761874,4.99,6.3,143.05113893523747,171.80684048546007,0.0
349,representative_week_08,representative_week,3,13,1188,2024-02-19T12:00:00,8,representative_scored,true,10,261.776851851852,0.007,0.79600767373155,6.11,7.3500000000000005,159.20153474631002,183.71219400003673,0.0
350,representative_week_08,representative_week,3,14,1189,2024-02-19T13:00:00,8,representative_scored,true,10,265.046296296296,0.007,0.8009680560532876,7.3,7.3500000000000005,160.1936112106575,185.36306594709788,0.0
351,representative_week_08,representative_week,3,15,1190,2024-02-19T14:00:00,8,representative_scored,true,10,260.799074074074,0.005,0.68753883682715,8.2,5.25,137.50776736543,183.2184752868968,0.0
352,representative_week_08,representative_week,3,16,1191,2024-02-19T15:00:00,8,representative_scored,true,10,316.589814814815,0.006,0.46661873335268744,7.94,6.3,93.32374667053749,211.38942920879828,0.0
353,representative_week_08,representative_week,3,17,1192,2024-02-19T16:00:00,8,representative_scored,true,10,289.74212962963,0.014,0.39270886279998746,7.51,14.700000000000001,78.5417725599975,197.83296997883042,0.0
354,representative_week_08,representative_week,3,18,1193,2024-02-19T17:00:00,8,representative_scored,true,10,294.486111111111,0.069,0.17639166142515003,6.95,72.45,35.278332285030004,200.2283940572127,0.0
355,representative_week_08,representative_week,3,19,1194,2024-02-19T18:00:00,8,representative_scored,true,10,291.399074074074,0.204,0.00740197589275,5.49,214.2,1.48039517855,198.66962683220495,0.0
356,representative_week_08,representative_week,3,20,1195,2024-02-19T19:00:00,8,representative_scored,true,10,296.527777777778,0.322,0.0,4.59,338.1,0.0,201.25931239288838,0.0
357,representative_week_08,representative_week,3,21,1196,2024-02-19T20:00:00,8,representative_scored,true,10,294.361574074074,0.38,0.0,4.63,399.0,0.0,200.16551037641983,0.0
358,representative_week_08,representative_week,3,22,1197,2024-02-19T21:00:00,8,representative_scored,true,10,309.433796296296,0.406,0.0,4.68,426.3,0.0,207.77607213067188,0.0
359,representative_week_08,representative_week,3,23,1198,2024-02-19T22:00:00,8,representative_scored,true,10,300.288888888889,0.444,0.0,4.69,466.2,0.0,203.1584463065001,0.0
360,representative_week_08,representative_week,3,24,1199,2024-02-19T23:00:00,8,representative_scored,true,10,295.113425925926,0.493,0.0,4.63,517.65,0.0,200.5451501444782,18.195150144478248
361,representative_week_08,representative_week,3,25,1200,2024-02-20T00:00:00,8,representative_scored,true,10,292.489814814815,0.505,0.0,4.45,530.25,0.0,199.2203850178857,29.470385017885746
362,representative_week_08,representative_week,3,26,1201,2024-02-20T01:00:00,8,representative_scored,true,10,289.673611111111,0.463,0.0,4.11,486.15000000000003,0.0,197.79837226597755,0.0
363,representative_week_08,representative_week,3,27,1202,2024-02-20T02:00:00,8,representative_scored,true,10,291.226388888889,0.413,0.0,3.8,433.65,0.0,198.58243124508326,0.0
364,representative_week_08,representative_week,3,28,1203,2024-02-20T03:00:00,8,representative_scored,true,10,292.297685185185,0.387,0.0,1.21,406.35,0.0,199.12337116090015,0.0
365,representative_week_08,representative_week,3,29,1204,2024-02-20T04:00:00,8,representative_scored,true,10,285.716666666667,0.389,0.0,1.17,408.45,0.0,195.80035434873997,0.0
366,representative_week_08,representative_week,3,30,1205,2024-02-20T05:00:00,8,representative_scored,true,10,284.697685185185,0.391,0.0,1.18,410.55,0.0,195.28583025422233,0.0
367,representative_week_08,representative_week,3,31,1206,2024-02-20T06:00:00,8,representative_scored,true,10,286.173611111111,0.405,0.0,1.05,425.25,0.0,196.0310836905338,0.0
368,representative_week_08,representative_week,3,32,1207,2024-02-20T07:00:00,8,representative_scored,true,10,291.32037037037,0.434,0.0,0.6,455.7,0.0,198.62988621609028,0.0
369,representative_week_08,representative_week,3,33,1208,2024-02-20T08:00:00,8,representative_scored,true,10,311.203703703704,0.373,0.15100271594388748,0.83,391.65,30.200543188777495,208.6697684565877,0.0
370,representative_week_08,representative_week,3,34,1209,2024-02-20T09:00:00,8,representative_scored,true,10,326.747222222222,0.218,0.30190432897520003,2.27,228.9,60.38086579504001,216.5183063708663,0.0
371,representative_week_08,representative_week,3,35,1210,2024-02-20T10:00:00,8,representative_scored,true,10,338.935648148148,0.295,0.3473532586396875,4.0,309.75,69.47065172793751,222.67272519701814,0.0
372,representative_week_08,representative_week,3,36,1211,2024-02-20T11:00:00,8,representative_scored,true,10,331.186574074074,0.302,0.5066523292439999,4.81,317.09999999999997,101.33046584879999,218.75991088805287,0.0
373,representative_week_08,representative_week,3,37,1212,2024-02-20T12:00:00,8,representative_scored,true,10,327.479166666667,0.317,0.6279413830303501,6.08,332.85,125.58827660607001,216.88789410073124,0.0
374,representative_week_08,representative_week,3,38,1213,2024-02-20T13:00:00,8,representative_scored,true,10,327.288888888889,0.338,0.6387569838394875,7.26,354.90000000000003,127.7513967678975,216.79181531706612,0.0
375,representative_week_08,representative_week,3,39,1214,2024-02-20T14:00:00,8,representative_scored,true,10,325.362962962963,0.35,0.46329434850618745,8.09,367.5,92.65886970123749,215.8193390639119,0.0
376,representative_week_08,representative_week,3,40,1215,2024-02-20T15:00:00,8,representative_scored,true,10,322.536574074074,0.345,0.26916761284595,7.67,362.25,53.833522569189995,214.39218340874197,0.0
377,representative_week_08,representative_week,3,41,1216,2024-02-20T16:00:00,8,representative_scored,true,10,323.977777777778,0.335,0.225657810107,7.24,351.75,45.1315620214,215.1199042202972,0.0
378,representative_week_08,representative_week,3,42,1217,2024-02-20T17:00:00,8,representative_scored,true,10,334.171296296296,0.347,0.09883642250748749,7.06,364.34999999999997,19.7672845014975,220.26701531211177,0.0
379,representative_week_08,representative_week,3,43,1218,2024-02-20T18:00:00,8,representative_scored,true,10,334.644907407407,0.411,0.0062897762750875,6.15,431.54999999999995,1.2579552550175,220.50616031378883,0.0
380,representative_week_08,representative_week,3,44,1219,2024-02-20T19:00:00,8,representative_scored,true,10,328.120833333333,0.479,0.0,5.0,502.95,0.0,217.2118970062289,20.161897006228855
381,representative_week_08,representative_week,3,45,1220,2024-02-20T20:00:00,8,representative_scored,true,10,325.756018518518,0.513,0.0,3.5,538.65,0.0,216.01780837615388,54.66780837615386
382,representative_week_08,representative_week,3,46,1221,2024-02-20T21:00:00,8,representative_scored,true,10,338.547222222222,0.502,0.0,4.38,527.1,0.0,222.47659356807662,49.576593568076646
383,representative_week_08,representative_week,3,47,1222,2024-02-20T22:00:00,8,representative_scored,true,10,328.065277777778,0.466,0.0,5.1,489.3,0.0,217.18384480661902,6.483844806619004
384,representative_week_08,representative_week,3,48,1223,2024-02-20T23:00:00,8,representative_scored,true,10,313.697222222222,0.455,0.0,4.77,477.75,0.0,209.92884468242607,0.0
385,representative_week_08,representative_week,3,49,1224,2024-02-21T00:00:00,8,representative_scored,true,10,307.865740740741,0.47,0.0,4.47,493.5,0.0,206.98429879667376,0.4842987966737837
386,representative_week_08,representative_week,3,50,1225,2024-02-21T01:00:00,8,representative_scored,true,10,308.609259259259,0.46,0.0,4.25,483.0,0.0,207.35973073479022,0.0
387,representative_week_08,representative_week,3,51,1226,2024-02-21T02:00:00,8,representative_scored,true,10,316.211111111111,0.452,0.0,3.93,474.6,0.0,211.1982067147885,0.0
388,representative_week_08,representative_week,3,52,1227,2024-02-21T03:00:00,8,representative_scored,true,10,322.591203703704,0.455,0.0,3.31,477.75,0.0,214.41976807169218,0.0
389,representative_week_08,representative_week,3,53,1228,2024-02-21T04:00:00,8,representative_scored,true,10,323.247685185185,0.441,0.0,3.12,463.05,0.0,214.75125156375267,0.0
390,representative_week_08,representative_week,3,54,1229,2024-02-21T05:00:00,8,representative_scored,true,10,324.113425925926,0.392,0.0,3.13,411.6,0.0,215.18839834101203,0.0
391,representative_week_08,representative_week,3,55,1230,2024-02-21T06:00:00,8,representative_scored,true,10,321.677314814815,0.311,0.0,3.28,326.55,0.0,213.95830938810403,0.0
392,representative_week_08,representative_week,3,56,1231,2024-02-21T07:00:00,8,representative_scored,true,10,331.038888888889,0.257,0.0,3.21,269.85,0.0,218.68533879075585,0.0
393,representative_week_08,representative_week,3,57,1232,2024-02-21T08:00:00,8,representative_scored,true,10,367.793981481482,0.181,0.049740403329399996,3.15,190.04999999999998,9.94808066588,237.24444028454627,0.0
394,representative_week_08,representative_week,3,58,1233,2024-02-21T09:00:00,8,representative_scored,true,10,359.070833333333,0.06,0.17434690165260003,3.1,63.0,34.86938033052,232.83977740908142,0.0
395,representative_week_08,representative_week,3,59,1234,2024-02-21T10:00:00,8,representative_scored,true,10,354.560185185185,0.095,0.21880202643688745,3.63,99.75,43.76040528737749,230.5621725690619,0.0
396,representative_week_08,representative_week,3,60,1235,2024-02-21T11:00:00,8,representative_scored,true,10,349.956481481481,0.232,0.22756370103608756,4.16,243.60000000000002,45.51274020721751,228.237580294695,0.0
397,representative_week_08,representative_week,3,61,1236,2024-02-21T12:00:00,8,representative_scored,true,10,340.969907407407,0.32,0.28820574849228753,4.45,336.0,57.641149698457504,223.69990323941218,0.0
398,representative_week_08,representative_week,3,62,1237,2024-02-21T13:00:00,8,representative_scored,true,10,335.830092592593,0.33,0.24656535054978748,5.1,346.5,49.31307010995749,221.1046072388072,0.0
399,representative_week_08,representative_week,3,63,1238,2024-02-21T14:00:00,8,representative_scored,true,10,341.956944444444,0.297,0.156580045587,5.42,311.84999999999997,31.3160091174,224.1982973191537,0.0
400,representative_week_08,representative_week,3,64,1239,2024-02-21T15:00:00,8,representative_scored,true,10,337.862037037037,0.271,0.1250505543438,3.44,284.55,25.01011086876,222.13061643955072,0.0
401,representative_week_08,representative_week,3,65,1240,2024-02-21T16:00:00,8,representative_scored,true,10,336.009259259259,0.279,0.11982766565108749,3.34,292.95000000000005,23.965533130217498,221.19507558254983,0.0
402,representative_week_08,representative_week,3,66,1241,2024-02-21T17:00:00,8,representative_scored,true,10,336.581018518519,0.287,0.0422103021173875,3.42,301.34999999999997,8.4420604234775,221.48377947020538,0.0
403,representative_week_08,representative_week,3,67,1242,2024-02-21T18:00:00,8,representative_scored,true,10,321.6875,0.284,0.005997174748600001,3.0,298.2,1.19943494972,213.96345229136585,0.0
404,representative_week_08,representative_week,3,68,1243,2024-02-21T19:00:00,8,representative_scored,true,10,341.230555555556,0.268,0.0,2.45,281.40000000000003,0.0,223.83151480925056,0.0
405,representative_week_08,representative_week,3,69,1244,2024-02-21T20:00:00,8,representative_scored,true,10,342.915277777778,0.278,0.0,2.09,291.90000000000003,0.0,224.68219776243026,0.0
406,representative_week_08,representative_week,3,70,1245,2024-02-21T21:00:00,8,representative_scored,true,10,329.261574074074,0.332,0.0,2.44,348.6,0.0,217.78790217155887,0.0
407,representative_week_08,representative_week,3,71,1246,2024-02-21T22:00:00,8,representative_scored,true,10,329.312962962963,0.407,0.0,2.58,427.34999999999997,0.0,217.8138504561984,0.0
408,representative_week_08,representative_week,3,72,1247,2024-02-21T23:00:00,8,representative_scored,true,10,339.889351851852,0.507,0.0,2.7,532.35,0.0,223.1542879569937,55.50428795699372
409,representative_week_08,representative_week,3,73,1248,2024-02-22T00:00:00,8,representative_scored,true,10,340.654166666667,0.563,0.0,2.46,591.15,0.0,223.54047323829445,114.69047323829443
410,representative_week_08,representative_week,3,74,1249,2024-02-22T01:00:00,8,representative_scored,true,10,341.734722222222,0.569,0.0,2.3,597.4499999999999,0.0,224.0860885207129,121.53608852071284
411,representative_week_08,representative_week,3,75,1250,2024-02-22T02:00:00,8,representative_scored,true,10,338.552777777778,0.545,0.0,2.05,572.25,0.0,222.47939878803794,94.729398788038
412,representative_week_08,representative_week,3,76,1251,2024-02-22T03:00:00,8,representative_scored,true,10,339.279166666667,0.482,0.0,1.21,506.09999999999997,0.0,222.8461812979416,28.94618129794162
