Solution_ID,Economic_Cost,PV,WT,GT,HP,EC,AC,ES,HS,CS
0,421672.1809755605,0.029922968163564878,0.0,8.14259804547223,919.2468000870882,306.9310286780455,4.229078731743088,0.0,1104.4167821200244,321.5501365348996
