Solution_ID,Economic_Cost,Matching_Index,PV,WT,GT,HP,EC,AC,ES,HS,CS
16,480561.9231083246,474.92478478001925,42.8548298392155,21.472565592408333,357.6820436369497,505.6674195795801,426.5118598579707,14.571281375901034,2.0030838975483687,1141.2305584853184,64.83349346480055
40,484672.1206492567,474.03437762967206,369.5872809214972,6.638165995928267,356.82242581861067,550.7560419457077,452.76114003225064,1.0706687826030998,0.12583887026795162,1044.1825720920415,65.07328410796003
9,486485.89593176055,470.95883020200165,3.8304969903648076,0.8386874750311099,358.1995525767706,466.4206513980085,426.5118598579707,2.8234543898858075,2.0030838975483687,1141.2305584853184,93.24846641496919
42,487979.94188374875,469.533075135277,9.600527016630142,0.5700594830011438,356.5127849045708,460.00233169847615,417.97155354958807,2.163068111424112,0.0,1135.399848343413,221.99586635537102
25,491316.2303036628,468.4993333235304,9.54438805738469,30.387516365977156,361.90186122879084,460.00233169847615,416.9167438416847,0.1493765557198935,0.0,1135.399848343413,324.39803809569844
41,491391.984665395,464.0777232217796,152.30019287096172,13.030461247747851,364.0773554998428,462.12133941180963,380.4838620958288,1.59967807281328,2.200586336725998,1423.8468061030926,59.45689193428797
36,492725.44315447286,462.8205961753003,193.4500125639405,5.969247029093315,358.2283382382597,460.20928174621537,419.7525752356492,0.0,2.2238339306012773,1025.6769000529023,151.3168812542452
20,499194.1307215374,458.85445410638135,372.44313222091836,5.969247029093315,358.2283382382597,460.20928174621537,417.3418988788133,67.85594288809422,1.7449344845699697,1025.6769000529023,46.220208694616495
39,502774.45557447197,455.2233109342553,265.4876511898204,0.7131711380676516,358.03825211965966,427.33142338830254,378.58785544555934,1.184815089703187,1.8763673699258014,1129.1196303714407,65.08872494158607
13,506370.1348599797,452.599527323095,369.2964286730684,5.948295149950939,358.1159236358948,427.33142338830254,375.4761999833194,8.568839631000039,1.899861349863569,1141.1563032328097,65.07328410796003
15,513251.2606475957,448.6044816594418,365.9398211732688,5.948295149950939,358.64103703812435,402.3994073827292,373.67571085900187,3.8440989645372885,0.1242216617079578,1141.1563032328097,65.07328410796003
34,518310.6224734216,446.8836129895461,452.48410665354106,5.948295149950939,358.64103703812435,402.3994073827292,466.64435691065387,3.819415194756376,0.1242216617079578,1377.49720881783,65.07328410796003
37,524099.32826780307,445.78459589668853,369.5872809214972,5.948295149950939,579.5380130639991,402.3994073827292,375.4761999833194,3.8846789030702595,0.1251526517776123,1085.8930383864217,65.07328410796003
3,526461.2832905231,443.7702164247935,449.5559056893026,76.5304668423926,397.6980382543236,402.1468304126922,425.68477204246295,3.7008043705445024,0.019811855220920997,1152.7092021897668,371.5247953172241
49,531759.8848519857,440.6959267434966,404.922312017138,5.864866132998568,507.6501182757569,373.17529427053586,393.56333804241416,65.92810134655744,0.011301890098649708,853.608230721254,71.17082563435228
