ele_load(kW),heat_load(kW),cool_load(kW),solarRadiation(W/m-2),windSpeed(m/s),temperature(C)
1925.7587000000003,592.9791,255.6047,0.0,5.96,6.85
1874.9598999999998,579.4553,248.8622,0.0,5.84,6.15
1759.5682000000002,555.7208,233.5463,0.0,5.59,5.45
1786.0734999999997,560.0563,237.0643,0.0,5.42,4.84
1843.3531,584.2649,244.667,0.0,5.06,4.18
1948.4407,619.7744,258.6152,0.0,4.99,3.54
2101.4161,663.6858,278.9196,0.0,5.12,2.89
2255.154,712.2406,299.32509999999996,16.59,5.34,2.44
2399.9836999999998,755.2704000000001,318.54830000000004,129.6,5.83,3.45
2528.3899,778.5411,335.5915,292.71,5.5,5.67
2612.5196,780.8344999999999,346.75800000000004,452.92,5.83,9.05
2654.5071999999996,790.385,352.33099999999996,593.27,7.47,12.25
2676.6977,775.8245,355.2763,699.88,7.85,13.9
2678.4952999999996,700.6955,355.51489999999995,760.88,7.58,14.98
2658.0252,638.2859000000001,352.7979,766.85,7.16,15.79
2621.7992,632.5487,347.9897,731.19,6.69,16.36
2568.8206,593.6479,340.95779999999996,514.27,6.21,16.67
2493.0095,607.1092,330.8955,534.91,5.78,16.69
2403.9552,609.8648,319.0754,385.02,5.42,16.26
2318.2743,616.9377,307.703,224.38,4.27,15.15
2224.0525,627.0398,295.197,77.95,3.46,12.48
2125.8327,630.5694,282.1604,0.0,4.21,10.08
2055.0504,637.4339,272.7655,0.0,5.21,9.76
1996.6195,630.5880999999999,265.01,0.0,5.82,9.13
1925.7587000000003,616.9108,255.6047,0.0,5.89,8.23
1874.9598999999998,606.9920999999999,248.8622,0.0,5.65,7.39
1759.5682000000002,577.5871,233.5463,0.0,5.17,6.54
1786.0734999999997,592.341,237.0643,0.0,4.63,5.71
1843.3531,600.9249,244.667,0.0,4.23,4.9
1948.4407,628.5793,258.6152,0.0,4.23,4.31
2101.4161,677.9300999999999,278.9196,0.0,4.11,3.73
2255.154,730.0747,299.32509999999996,19.11,4.26,3.6
2399.9836999999998,779.6726000000001,318.54830000000004,134.27,4.72,4.99
2528.3899,812.8182,335.5915,293.67,4.27,6.99
2612.5196,828.058,346.75800000000004,450.23,4.75,10.21
2654.5071999999996,829.3706999999999,352.33099999999996,585.02,4.99,12.85
2676.6977,827.232,355.2763,688.15,5.64,15.46
2678.4952999999996,812.6575,355.51489999999995,750.22,6.3,17.53
2658.0252,779.4209999999999,352.7979,755.61,6.45,18.64
2621.7992,712.5213,347.9897,701.59,6.35,19.21
2568.8206,683.6129000000001,340.95779999999996,650.62,6.19,19.4
2493.0095,652.1723999999999,330.8955,537.37,6.01,19.23
2403.9552,628.8757,319.0754,386.53,5.72,18.62
2318.2743,619.5567,307.703,224.38,5.13,17.22
2224.0525,599.4011999999999,295.197,79.5,5.13,14.72
2125.8327,613.7579999999999,282.1604,0.0,5.68,12.39
2055.0504,616.5388,272.7655,0.0,6.3,11.26
1996.6195,612.5428999999999,265.01,0.0,6.26,10.13
1925.7587000000003,629.9644000000001,255.6047,0.0,6.03,9.15
1874.9598999999998,623.9379,248.8622,0.0,5.65,8.29
1226.3168999999998,413.62800000000004,162.7682,0.0,5.2,7.44
1211.1981,409.8969,160.76149999999998,0.0,4.86,6.66
1189.0524,403.74559999999997,157.82209999999998,0.0,4.59,5.94
1166.9067,397.5443,154.8828,0.0,4.37,5.3
1181.4756,405.1771,156.8165,0.0,4.16,4.7
1196.0446000000002,407.471,158.7502,20.76,4.17,4.41
1210.6135,409.69910000000004,160.6839,135.03,5.0,5.85
1251.7078999999999,419.3639999999999,166.1384,292.03,4.75,8.17
1292.8020999999999,421.44769999999994,171.59279999999998,447.7,4.67,11.48
1315.2967999999998,419.8653,174.5785,581.58,4.74,14.58
1337.7915,419.4892,177.56419999999997,684.34,5.09,17.07
1360.2862,408.10159999999996,180.5499,744.52,5.46,19.26
1335.8113999999998,393.2133,177.3014,757.21,5.33,20.44
1311.3367,363.7868,174.0528,725.76,5.09,21.03
1308.6468,354.1699,173.69580000000002,653.95,4.94,21.19
1305.9569000000001,354.9174,173.33880000000002,535.9,4.93,20.97
1303.267,355.6587,172.9818,388.95,4.84,20.21
1356.8483,387.1426,180.0936,229.72,4.54,18.57
1410.4295000000002,421.5517,187.2054,85.8,4.7,15.8
1427.842,454.1785,189.5165,0.0,5.22,13.17
1445.2545,479.3103,191.8277,0.0,5.61,11.86
1462.6670000000001,499.95689999999996,194.1388,0.0,5.26,10.52
1483.26,518.7258,196.8721,0.0,4.63,9.21
1503.8529,541.2182,199.6054,0.0,4.07,8.02
2228.0138,824.4884999999999,295.7228,0.0,3.73,6.98
2043.7307999999998,760.9114,271.263,0.0,3.58,6.08
1859.4479000000001,704.9042,246.8033,0.0,3.44,5.24
1761.539,677.738,233.80790000000002,0.0,3.3,4.43
1663.6301,641.9478,220.8125,0.0,3.17,3.67
1565.7212,602.3987,207.81709999999998,26.4,3.15,3.36
1602.5401000000002,594.839,212.7041,159.5,4.05,5.13
1639.3591000000001,580.7248999999999,217.59099999999998,325.76,3.31,7.15
1643.918,558.1964,218.19619999999998,484.8,2.97,10.18
1648.4770999999998,522.4974,218.8013,622.52,3.65,13.51
1653.0360999999998,501.5324,219.4064,711.59,3.84,15.44
1606.5137,467.45309999999995,213.2315,773.52,4.0,16.95
1559.9913000000001,445.1044,207.0566,769.09,4.05,17.76
1495.3869,421.603,198.4817,745.7,4.12,18.15
1430.7825,401.77230000000003,189.9068,678.13,4.2,18.13
1366.1781,391.3481,181.3319,562.45,4.23,17.76
1330.1542000000002,394.55339999999995,176.5505,412.64,4.29,17.02
1294.1302,398.4882,171.769,247.66,3.86,15.69
1280.3538,415.9432,169.9405,96.78,2.96,12.88
1266.5774000000001,427.2077,168.112,0.0,3.43,9.57
1252.8011,436.7144,166.28349999999998,0.0,3.66,8.39
1254.6778,445.8733,166.53259999999997,0.0,3.69,7.58
1256.5546000000002,453.63809999999995,166.78169999999997,0.0,3.65,6.74
1241.4358,452.3875,164.7749,0.0,3.57,5.9
1226.3168999999998,448.26349999999996,162.7682,0.0,3.43,5.03
1211.1981,445.4737,160.76149999999998,0.0,3.31,4.22
1189.0524,434.64189999999996,157.82209999999998,0.0,3.21,3.48
1166.9067,434.45670000000007,154.8828,0.0,3.13,2.8
1181.4756,453.2285,156.8165,0.0,3.06,2.22
1196.0446000000002,456.1149,158.7502,28.02,2.99,2.26
1210.6135,446.62630000000007,160.6839,156.66,3.95,4.8
1251.7078999999999,453.3025,166.1384,318.9,3.12,7.16
1292.8020999999999,457.961,171.59279999999998,476.65,2.55,10.44
1315.2967999999998,448.0982,174.5785,610.91,3.01,14.19
1337.7915,433.0914,177.56419999999997,709.43,3.37,17.43
1360.2862,423.4693,180.5499,599.22,3.19,18.81
1335.8113999999998,394.72240000000005,177.3014,789.27,2.96,19.66
1311.3367,387.4903,174.0528,756.29,2.75,20.22
1308.6468,376.3464,173.69580000000002,677.0,2.64,20.46
1305.9569000000001,366.7205,173.33880000000002,560.34,2.64,20.4
1303.267,360.0757,172.9818,412.2,2.79,19.97
1356.8483,385.60970000000003,180.0936,248.21,2.54,18.89
1410.4295000000002,408.80440000000004,187.2054,89.95,2.61,15.73
1427.842,439.6607,189.5165,7.93,3.53,12.43
1445.2545,466.2482,191.8277,0.0,4.1,11.41
1462.6670000000001,493.3472,194.1388,0.0,4.57,10.76
1483.26,512.023,196.8721,0.0,4.67,9.95
1503.8529,529.3255,199.6054,0.0,4.68,9.16
1226.3168999999998,452.41970000000003,162.7682,0.0,4.6,8.35
1211.1981,465.99870000000004,160.76149999999998,0.0,4.69,7.6
1189.0524,454.7917,157.82209999999998,0.0,4.75,6.91
1166.9067,434.45670000000007,154.8828,0.0,4.55,6.19
1181.4756,449.2242,156.8165,0.0,4.36,5.59
1196.0446000000002,458.81730000000005,158.7502,30.44,4.45,5.52
1210.6135,432.9496,160.6839,160.2,5.18,7.26
1251.7078999999999,420.7781,166.1384,321.98,4.81,9.55
1292.8020999999999,414.1451,171.59279999999998,481.86,5.02,12.62
1315.2967999999998,424.32309999999995,174.5785,618.12,6.97,15.58
1337.7915,431.58,177.56419999999997,717.57,7.54,17.04
1360.2862,426.5428,180.5499,779.83,7.82,18.05
1335.8113999999998,414.34100000000007,177.3014,798.44,7.96,18.73
1311.3367,394.89759999999995,174.0528,767.45,8.09,19.1
1308.6468,389.6522,173.69580000000002,686.62,8.27,19.14
1305.9569000000001,390.3268,173.33880000000002,569.89,8.47,18.82
1303.267,392.4675,172.9818,421.34,8.45,18.25
1356.8483,413.20169999999996,180.0936,255.04,7.96,17.3
1410.4295000000002,442.2661,187.2054,93.43,7.53,15.76
1427.842,465.4701,189.5165,7.88,7.6,13.92
1445.2545,497.2707,191.8277,0.0,7.74,12.62
1462.6670000000001,519.7861,194.1388,0.0,7.18,11.24
1483.26,532.1314,196.8721,0.0,7.21,10.3
1503.8529,553.1109,199.6054,0.0,7.27,9.72
1759.5682000000002,669.0283999999999,233.5463,0.0,7.25,9.39
1786.0734999999997,669.0173,237.0643,0.0,7.54,9.37
1843.3531,698.8027999999999,244.667,0.0,7.82,9.48
1948.4407,747.4457000000001,258.6152,0.0,7.85,9.22
2101.4161,815.6251,278.9196,0.0,7.79,8.76
2255.154,872.7479,299.32509999999996,6.1,7.64,8.24
2399.9836999999998,844.7452000000001,318.54830000000004,136.3,7.99,9.2
2528.3899,829.9567,335.5915,270.6,9.13,11.05
2612.5196,801.4947999999999,346.75800000000004,391.6,10.09,12.97
2654.5071999999996,760.396,352.33099999999996,491.47,10.73,14.58
2676.6977,727.4408999999999,355.2763,708.27,11.15,15.97
2678.4952999999996,715.8255,355.51489999999995,764.26,11.44,17.19
2658.0252,686.3319,352.7979,783.78,11.62,18.1
2621.7992,662.1682,347.9897,741.88,11.57,18.72
2568.8206,640.0814,340.95779999999996,650.91,11.36,19.04
2493.0095,618.375,330.8955,524.18,11.02,19.01
2403.9552,618.0123,319.0754,331.95,10.51,18.46
2318.2743,643.1281,307.703,184.85,9.69,17.42
2224.0525,654.6784,295.197,51.21,8.89,16.44
2125.8327,654.5858,282.1604,6.16,8.62,15.73
2055.0504,658.3289,272.7655,0.0,8.65,15.37
1996.6195,662.1674,265.01,0.0,8.64,14.8
1925.7587000000003,658.2473,255.6047,0.0,8.53,13.72
1874.9598999999998,655.7111,248.8622,0.0,8.26,12.67
1759.5682000000002,629.2713,233.5463,0.0,8.22,11.95
1786.0734999999997,648.8393,237.0643,0.0,8.0,11.29
1843.3531,671.7302000000001,244.667,0.0,7.84,10.97
1948.4407,703.4212000000001,258.6152,0.0,7.66,10.76
2101.4161,737.2814,278.9196,0.0,7.49,10.51
2255.154,763.1953,299.32509999999996,21.91,7.08,10.3
2399.9836999999998,798.6521,318.54830000000004,55.35,6.65,10.37
2528.3899,812.8182,335.5915,152.86,6.65,10.87
2612.5196,819.2036,346.75800000000004,245.57,6.7,11.94
2654.5071999999996,778.3894,352.33099999999996,368.77,6.7,13.98
2676.6977,769.7764999999999,355.2763,507.65,6.55,16.73
2678.4952999999996,740.0335,355.51489999999995,643.53,6.45,19.12
2658.0252,734.3779,352.7979,711.41,6.51,20.73
2621.7992,706.5974000000001,347.9897,685.55,6.63,21.62
2568.8206,669.1024000000001,340.95779999999996,615.17,6.71,22.1
2493.0095,652.1723999999999,330.8955,507.67,6.71,22.16
2403.9552,620.7282,319.0754,371.52,6.44,21.85
2318.2743,614.3186000000001,307.703,225.23,5.76,20.92
2224.0525,596.8886,295.197,81.41,5.32,19.16
2125.8327,620.9629,282.1604,7.83,5.38,17.31
2055.0504,642.0772000000001,272.7655,0.0,6.09,16.55
1996.6195,648.6333999999999,265.01,0.0,6.31,15.89
1925.7587000000003,629.9644000000001,255.6047,0.0,5.6,15.07
1874.9598999999998,628.1743,248.8622,0.0,4.44,14.09
1759.5682000000002,577.5871,233.5463,0.0,5.17,13.01
1786.0734999999997,602.43,237.0643,0.0,5.12,11.83
1843.3531,621.75,244.667,0.0,3.76,10.68
1948.4407,646.1892,258.6152,0.0,2.77,10.03
2101.4161,685.0523,278.9196,0.0,2.53,9.45
2255.154,719.8838000000001,299.32509999999996,27.78,3.3,8.94
2399.9836999999998,749.8477,318.54830000000004,139.86,4.43,10.08
2528.3899,801.3925,335.5915,319.43,4.23,12.12
2612.5196,819.2036,346.75800000000004,475.64,4.93,14.76
2654.5071999999996,814.3761999999999,352.33099999999996,602.53,5.57,16.64
2676.6977,809.0880999999999,355.2763,676.17,5.98,18.23
2678.4952999999996,800.5535000000001,355.51489999999995,769.12,6.29,19.52
2658.0252,761.4037,352.7979,783.53,6.33,20.49
2621.7992,697.7116000000001,347.9897,740.6,5.96,21.15
2568.8206,669.1024000000001,340.95779999999996,677.44,5.23,21.52
2493.0095,643.7230000000001,330.8955,570.31,4.53,21.67
2403.9552,661.4658000000001,319.0754,418.3,4.23,21.5
2318.2743,637.8901,307.703,252.64,3.5,20.76
2224.0525,627.0398,295.197,99.83,3.05,18.62
2125.8327,630.5694,282.1604,9.46,3.9,16.36
2055.0504,616.5388,272.7655,0.0,5.33,16.17
1996.6195,626.0768,265.01,0.0,6.5,16.06
1925.7587000000003,625.6132000000001,255.6047,0.0,6.06,15.23
1874.9598999999998,640.8836,248.8622,0.0,6.27,14.47
1759.5682000000002,585.5385,233.5463,0.0,6.37,13.73
1786.0734999999997,586.2876,237.0643,0.0,5.36,12.9
1843.3531,584.2649,244.667,0.0,3.43,11.98
1948.4407,602.1646,258.6152,0.0,1.78,10.87
2101.4161,649.4415,278.9196,0.0,1.3,10.24
2255.154,702.0495999999999,299.32509999999996,28.77,1.54,10.76
2399.9836999999998,739.0023000000001,318.54830000000004,110.48,2.94,12.37
2528.3899,758.5462000000001,335.5915,183.74,4.12,13.44
2612.5196,763.1257,346.75800000000004,289.36,5.18,14.12
2654.5071999999996,772.3916,352.33099999999996,429.72,5.99,14.91
2676.6977,763.7286,355.2763,502.2,6.56,15.9
2678.4952999999996,767.2675,355.51489999999995,545.21,6.8,16.8
2658.0252,710.3548999999999,352.7979,513.27,6.95,16.6
2621.7992,679.9399000000001,347.9897,466.82,7.24,15.63
2568.8206,625.5708999999999,340.95779999999996,423.03,7.43,14.85
2493.0095,609.9256,330.8955,266.36,7.47,14.44
2403.9552,577.2747,319.0754,162.7,7.2,13.76
2318.2743,551.4616,307.703,103.17,6.48,12.9
2224.0525,536.5862,295.197,32.09,4.88,11.71
2125.8327,522.4957999999999,282.1604,7.73,4.04,10.58
2055.0504,502.77700000000004,272.7655,0.0,3.6,9.8
1996.6195,502.01559999999995,265.01,0.0,2.63,9.36
1925.7587000000003,490.7257000000001,255.6047,0.0,2.16,8.8
1874.9598999999998,484.13559999999995,248.8622,0.0,2.12,7.95
2228.0138,605.503,295.7228,0.0,2.38,7.95
2043.7307999999998,569.2741,271.263,0.0,2.72,8.2
1859.4479000000001,526.3455,246.8033,0.0,2.9,8.34
1761.539,482.7102,233.80790000000002,0.0,2.66,8.05
1663.6301,438.9653,220.8125,0.0,2.52,7.53
1565.7212,421.9753,207.81709999999998,36.04,2.92,7.81
1602.5401000000002,448.19239999999996,212.7041,140.48,3.93,8.98
1639.3591000000001,441.82129999999995,217.59099999999998,292.96,3.72,10.15
1643.918,424.47810000000004,218.19619999999998,442.1,4.27,12.76
1648.4770999999998,416.3435,218.8013,552.27,4.97,15.08
1653.0360999999998,415.62739999999997,219.4064,669.61,5.31,16.24
1606.5137,391.2256,213.2315,610.53,5.57,16.69
1559.9913000000001,379.8963,207.0566,530.78,5.82,16.86
1495.3869,347.2695,198.4817,450.76,5.89,16.82
1430.7825,316.1025,189.9068,372.0,5.68,16.43
1366.1781,311.09,181.3319,286.17,5.26,15.13
1330.1542000000002,310.4007,176.5505,187.35,5.1,13.65
1294.1302,296.14619999999996,171.769,111.7,5.07,12.25
1280.3538,297.33299999999997,169.9405,41.78,4.68,10.96
1266.5774000000001,296.9956,168.112,8.47,3.98,9.84
1252.8011,303.67260000000005,166.28349999999998,0.0,3.43,9.06
1254.6778,305.54490000000004,166.53259999999997,0.0,3.27,8.5
1256.5546000000002,307.42150000000004,166.78169999999997,0.0,3.45,8.16
1241.4358,316.3451,164.7749,0.0,3.48,7.98
1226.3168999999998,311.1071,162.7682,0.0,3.49,7.83
1211.1981,318.2183,160.76149999999998,0.0,3.41,7.71
1189.0524,312.3999,157.82209999999998,0.0,3.37,7.55
1166.9067,311.8548,154.8828,0.0,3.4,7.37
1181.4756,321.08729999999997,156.8165,0.0,3.44,7.19
1196.0446000000002,319.6418,158.7502,24.09,3.59,7.12
1210.6135,313.96160000000003,160.6839,20.36,3.8,7.43
1251.7078999999999,326.0332,166.1384,53.46,3.78,8.0
1292.8020999999999,329.43440000000004,171.59279999999998,75.33,3.56,8.59
1315.2967999999998,335.1666,174.5785,84.4,3.67,9.07
1337.7915,315.2056,177.56419999999997,139.88,3.94,9.86
1360.2862,306.6749,180.5499,152.16,3.92,10.6
1335.8113999999998,302.6662,177.3014,353.85,3.74,10.91
1311.3367,273.41720000000004,174.0528,286.24,3.61,11.55
1308.6468,287.6406,173.69580000000002,290.23,3.44,11.84
1305.9569000000001,281.1479,173.33880000000002,254.7,3.42,11.98
1303.267,287.9305,172.9818,174.19,3.4,11.9
1356.8483,296.7024,180.0936,114.36,3.26,11.45
1410.4295000000002,321.1664,187.2054,55.91,2.46,10.63
1427.842,344.4884,189.5165,10.18,2.06,8.72
1445.2545,348.68949999999995,191.8277,0.0,2.32,7.67
1462.6670000000001,361.1526,194.1388,0.0,2.44,7.26
1483.26,389.6972,196.8721,0.0,2.58,6.94
1503.8529,401.90340000000003,199.6054,0.0,2.68,6.7
1759.5682000000002,468.25519999999995,233.5463,0.0,2.81,6.6
1786.0734999999997,491.4512,237.0643,0.0,3.15,6.73
1843.3531,513.4596,244.667,0.0,3.74,6.97
1948.4407,544.9326,258.6152,0.0,4.32,7.17
2101.4161,592.4642,278.9196,0.0,4.7,7.33
2255.154,656.1904,299.32509999999996,24.77,4.88,7.55
2399.9836999999998,692.9091999999999,318.54830000000004,26.95,5.25,8.23
2528.3899,735.6948,335.5915,64.57,5.58,9.16
2612.5196,769.0287,346.75800000000004,135.84,6.3,10.05
2654.5071999999996,694.4202,352.33099999999996,226.19,6.55,10.7
2676.6977,648.8177,355.2763,305.32,6.75,11.51
2678.4952999999996,622.0195,355.51489999999995,515.56,6.7,13.1
2658.0252,596.2456000000001,352.7979,663.08,6.42,14.91
2621.7992,582.1956,347.9897,635.95,6.22,16.25
2568.8206,564.6269,340.95779999999996,667.62,6.22,16.81
2493.0095,556.4131000000001,330.8955,576.34,6.24,16.58
2403.9552,558.2638,319.0754,435.39,6.18,15.87
2318.2743,569.7949,307.703,279.57,5.66,14.81
2224.0525,589.3508,295.197,121.42,3.78,12.98
2125.8327,572.9302,282.1604,15.3,2.88,9.62
2055.0504,563.1404,272.7655,0.0,2.9,7.82
1996.6195,549.3843999999999,265.01,0.0,2.7,6.89
1925.7587000000003,529.8866,255.6047,0.0,2.47,6.23
1874.9598999999998,518.0271,248.8622,0.0,2.27,5.73
1759.5682000000002,502.04870000000005,233.5463,0.0,2.16,5.31
1786.0734999999997,515.6646999999999,237.0643,0.0,2.23,4.74
1843.3531,532.2022000000001,244.667,0.0,2.43,4.08
1948.4407,555.9388,258.6152,0.0,2.65,3.51
2101.4161,604.3345,278.9196,0.0,2.8,3.11
2255.154,653.6427,299.32509999999996,55.61,2.67,3.85
2399.9836999999998,684.7752,318.54830000000004,195.91,3.58,6.98
2528.3899,684.2792,335.5915,350.75,3.34,9.14
2612.5196,683.4362,346.75800000000004,507.73,4.06,12.06
2654.5071999999996,682.4246,352.33099999999996,638.72,4.31,14.06
2676.6977,673.0095,355.2763,732.86,4.58,15.89
2678.4952999999996,655.3054999999999,355.51489999999995,740.57,4.8,17.36
2658.0252,620.2686,352.7979,736.29,4.99,18.19
2621.7992,591.0814,347.9897,647.91,5.25,18.41
2568.8206,573.3332,340.95779999999996,576.15,5.58,18.16
2493.0095,567.6789,330.8955,429.05,5.87,17.7
2403.9552,560.9797,319.0754,304.08,5.95,16.91
2318.2743,567.1758,307.703,168.88,5.62,15.75
2224.0525,544.124,295.197,68.25,5.08,14.23
2125.8327,558.5203,282.1604,12.5,5.09,12.44
2055.0504,558.4971,272.7655,0.0,5.4,10.8
1996.6195,558.4069999999999,265.01,0.0,5.4,9.56
1925.7587000000003,560.345,255.6047,0.0,5.07,8.87
1874.9598999999998,558.2732,248.8622,0.0,4.87,8.51
1226.3168999999998,381.76340000000005,162.7682,0.0,4.76,8.14
1211.1981,389.3718,160.76149999999998,0.0,4.83,7.89
1189.0524,380.9092,157.82209999999998,0.0,4.83,7.87
1166.9067,379.08810000000005,154.8828,0.0,5.02,8.04
1181.4756,386.49050000000005,156.8165,0.0,5.23,7.94
1196.0446000000002,365.5832,158.7502,25.82,5.25,7.92
1210.6135,313.96160000000003,160.6839,52.06,5.54,8.07
1251.7078999999999,307.64979999999997,166.1384,83.81,5.81,8.59
1292.8020999999999,292.9212,171.59279999999998,126.75,6.31,10.01
1315.2967999999998,266.8132,174.5785,162.33,6.88,11.74
1337.7915,254.7514,177.56419999999997,199.96,7.23,13.07
1360.2862,240.59380000000002,180.5499,334.62,7.58,14.01
1335.8113999999998,231.7376,177.3014,472.91,7.86,14.67
1311.3367,220.08440000000002,174.0528,383.92,8.06,14.92
1308.6468,209.2839,173.69580000000002,389.46,8.17,14.74
1305.9569000000001,216.23069999999998,173.33880000000002,353.47,8.25,14.13
1303.267,231.9811,172.9818,260.3,8.19,13.19
1356.8483,250.7159,180.0936,157.84,7.86,11.94
1410.4295000000002,278.1442,187.2054,58.3,7.21,10.4
1427.842,305.7743,189.5165,13.16,6.33,9.01
1445.2545,330.7291,191.8277,0.0,5.66,8.15
1462.6670000000001,364.4575,194.1388,0.0,5.72,7.67
1483.26,393.0485,196.8721,0.0,6.02,7.44
1503.8529,422.2909,199.6054,0.0,6.29,7.31
1759.5682000000002,502.04870000000005,233.5463,0.0,6.2,7.15
1786.0734999999997,519.7003,237.0643,0.0,6.33,7.16
1843.3531,534.2847,244.667,0.0,6.54,7.36
1948.4407,569.1461,258.6152,0.0,6.87,7.62
2101.4161,616.2048,278.9196,0.0,6.88,7.82
2255.154,658.7381,299.32509999999996,30.31,6.79,8.02
2399.9836999999998,663.0843000000001,318.54830000000004,38.23,6.86,8.4
2528.3899,647.1458,335.5915,83.38,7.49,8.92
2612.5196,621.4554,346.75800000000004,115.05,8.09,9.63
2654.5071999999996,586.4598,352.33099999999996,132.74,8.31,10.26
2676.6977,555.0746,355.2763,156.28,8.32,10.58
2678.4952999999996,543.3434,355.51489999999995,196.44,8.23,10.8
2658.0252,536.1881000000001,352.7979,219.09,8.3,11.37
2621.7992,490.37520000000006,347.9897,196.45,8.76,12.32
2568.8206,489.1724,340.95779999999996,134.46,9.09,12.48
2493.0095,483.1854,330.8955,135.73,9.1,12.3
2403.9552,482.2202,319.0754,102.23,8.96,11.92
2318.2743,512.1759,307.703,65.87,8.3,11.07
2224.0525,529.0484,295.197,24.8,7.43,10.07
2125.8327,553.7171,282.1604,14.82,6.33,8.62
2055.0504,567.7838,272.7655,0.0,5.85,7.4
1996.6195,569.6853,265.01,0.0,5.5,6.58
1925.7587000000003,569.0475,255.6047,0.0,4.79,5.62
1874.9598999999998,568.8643,248.8622,0.0,4.72,4.9
1759.5682000000002,543.7936,233.5463,0.0,4.96,4.56
1786.0734999999997,556.0207,237.0643,0.0,5.08,4.44
1843.3531,584.2649,244.667,0.0,4.87,3.94
1948.4407,619.7744,258.6152,0.0,4.81,3.42
2101.4161,673.182,278.9196,0.0,4.82,3.09
2255.154,707.1451,299.32509999999996,78.84,5.09,3.58
2399.9836999999998,720.0228,318.54830000000004,228.63,5.62,5.28
2528.3899,704.2742,335.5915,399.19,7.28,7.16
2612.5196,671.6303,346.75800000000004,515.41,7.57,8.29
2654.5071999999996,589.4586999999999,352.33099999999996,534.05,7.78,8.94
2676.6977,549.0267,355.2763,506.54,7.97,9.39
2678.4952999999996,531.2393999999999,355.51489999999995,594.3,8.24,9.92
2658.0252,533.1852,352.7979,448.63,8.42,10.01
2621.7992,502.223,347.9897,537.57,8.54,10.09
2568.8206,483.3682,340.95779999999996,472.84,8.68,9.92
2493.0095,471.9196,330.8955,378.02,8.68,9.51
2403.9552,484.9361,319.0754,267.77,8.48,8.99
2318.2743,509.5568,307.703,168.07,8.08,8.26
2224.0525,511.4602,295.197,74.02,7.21,7.38
2125.8327,522.4957999999999,282.1604,14.91,5.94,6.3
2055.0504,544.567,272.7655,0.0,5.57,5.47
1996.6195,544.8731,265.01,0.0,5.59,4.97
1925.7587000000003,551.6425999999999,255.6047,0.0,5.21,4.46
1874.9598999999998,554.0367,248.8622,0.0,4.98,3.98
2228.0138,640.7420999999999,295.7228,0.0,5.05,3.6
2043.7307999999998,590.054,271.263,0.0,5.35,3.4
1859.4479000000001,553.6545,246.8033,0.0,5.26,3.07
1761.539,532.4622,233.80790000000002,0.0,5.05,2.72
1663.6301,517.9029,220.8125,0.0,4.99,2.55
1565.7212,476.8099,207.81709999999998,52.94,5.11,2.83
1602.5401000000002,453.62370000000004,212.7041,206.84,5.25,3.87
1639.3591000000001,427.00489999999996,217.59099999999998,366.59,5.97,5.18
1643.918,417.0493,218.19619999999998,505.38,6.2,6.3
1648.4770999999998,427.51759999999996,218.8013,518.23,5.76,7.17
1653.0360999999998,393.2174,219.4064,556.45,5.35,7.97
1606.5137,378.5210000000001,213.2315,526.29,5.12,8.71
1559.9913000000001,312.9257,207.0566,595.23,5.03,9.3
1495.3869,299.9664,198.4817,546.04,5.13,9.62
1430.7825,265.9938,189.9068,455.52,5.46,9.53
1366.1781,261.7004,181.3319,447.07,5.9,9.07
1330.1542000000002,271.3298,176.5505,321.32,6.09,8.48
1294.1302,272.7537,171.769,197.05,5.74,7.82
1280.3538,284.3148,169.9405,98.65,4.26,7.08
1266.5774000000001,291.272,168.112,21.82,2.46,5.33
1252.8011,298.0112,166.28349999999998,0.0,2.58,3.76
1254.6778,304.1275,166.53259999999997,0.0,2.73,2.91
1256.5546000000002,307.42150000000004,166.78169999999997,0.0,2.84,2.11
1241.4358,319.1501,164.7749,0.0,2.89,1.4
1226.3168999999998,313.8779,162.7682,0.0,2.9,0.8
1211.1981,320.9549,160.76149999999998,0.0,2.86,0.22
1189.0524,317.7732,157.82209999999998,0.0,2.78,-0.27
1166.9067,311.8548,154.8828,0.0,2.67,-0.63
1181.4756,319.75260000000003,156.8165,0.0,2.52,-0.78
1196.0446000000002,322.3443,158.7502,81.2,2.23,0.29
1210.6135,315.3293,160.6839,228.77,2.57,3.59
1251.7078999999999,323.205,166.1384,398.13,2.91,6.47
1292.8020999999999,326.51329999999996,171.59279999999998,541.58,3.19,8.44
1315.2967999999998,329.2228,174.5785,655.3,3.21,9.48
1337.7915,333.3419,177.56419999999997,577.71,3.49,10.3
1360.2862,346.63089999999994,180.5499,727.07,4.03,10.8
1335.8113999999998,344.92150000000004,177.3014,701.89,4.65,10.97
1311.3367,329.713,174.0528,644.39,5.26,10.93
1308.6468,317.2092,173.69580000000002,445.96,5.81,10.93
1305.9569000000001,329.8358,173.33880000000002,436.52,6.2,10.77
1303.267,351.24159999999995,172.9818,325.49,6.45,10.51
1356.8483,371.81379999999996,180.0936,196.96,6.5,9.8
1410.4295000000002,389.68340000000006,187.2054,94.37,6.0,8.64
1427.842,400.9466,189.5165,21.3,4.41,6.61
1445.2545,410.73439999999994,191.8277,0.0,3.47,4.64
1462.6670000000001,430.55479999999994,194.1388,0.0,3.26,3.8
1483.26,443.31949999999995,196.8721,0.0,3.26,3.34
1503.8529,456.2701,199.6054,0.0,3.41,3.18
