ele_load(kW),heat_load(kW),cool_load(kW),solarRadiation(W/m-2),windSpeed(m/s),temperature(C)
2654.5071999999996,406.5258,352.33099999999996,444.53,5.9,15.69
2676.6977,385.7323,355.2763,424.73,6.2,16.58
2678.4952999999996,410.1994,355.51489999999995,495.35,6.56,16.98
2658.0252,407.06449999999995,352.7979,496.29,6.89,17.23
2621.7992,345.2397,347.9897,480.61,7.02,17.31
2568.8206,355.67589999999996,340.95779999999996,394.41,6.98,17.39
2493.0095,376.1602,330.8955,333.16,6.83,17.15
2403.9552,446.9143,319.0754,232.08,6.66,16.65
2318.2743,451.9378,307.703,160.58,6.46,16.01
2224.0525,423.5193,295.197,106.92,6.1,15.14
2125.8327,404.81559999999996,282.1604,42.47,5.36,14.13
2055.0504,412.2318,272.7655,11.55,4.06,12.59
1996.6195,454.6467,265.01,0.0,3.46,11.23
1925.7587000000003,434.15990000000005,255.6047,0.0,3.76,10.73
1874.9598999999998,431.18019999999996,248.8622,0.0,3.67,10.24
1759.5682000000002,414.5832,233.5463,0.0,3.53,9.8
1786.0734999999997,422.8461,237.0643,0.0,3.39,9.48
1843.3531,453.0668,244.667,0.0,3.23,9.22
1948.4407,483.2982,258.6152,0.0,3.15,9.07
2101.4161,506.99840000000006,278.9196,16.38,3.14,9.49
2255.154,477.8489,299.32509999999996,69.66,3.82,11.26
2399.9836999999998,451.59860000000003,318.54830000000004,121.59,4.31,12.62
2528.3899,412.9193,335.5915,197.95,5.05,13.58
2612.5196,385.3381,346.75800000000004,272.39,5.32,14.32
2654.5071999999996,355.54449999999997,352.33099999999996,340.52,5.39,14.73
2676.6977,334.32480000000004,355.2763,391.3,5.65,15.19
2678.4952999999996,292.1854,355.51489999999995,397.73,6.02,15.69
2658.0252,274.93800000000005,352.7979,465.4,6.24,15.76
2621.7992,288.9626,347.9897,396.83,6.37,15.8
2568.8206,480.4661,340.95779999999996,463.05,6.44,16.16
2493.0095,440.9386,330.8955,436.37,6.36,16.19
2403.9552,398.0291,319.0754,330.21,6.16,15.76
2318.2743,375.98549999999994,307.703,238.54,5.97,15.32
2224.0525,400.9059,295.197,147.66,5.67,14.89
2125.8327,383.2009,282.1604,71.27,4.92,14.19
2055.0504,382.05010000000004,272.7655,11.26,3.76,12.8
1996.6195,380.21,265.01,0.0,3.55,11.45
1925.7587000000003,358.01380000000006,255.6047,0.0,3.46,10.77
1874.9598999999998,365.51559999999995,248.8622,0.0,3.23,10.33
1759.5682000000002,368.86260000000004,233.5463,0.0,3.14,10.04
1786.0734999999997,370.3833,237.0643,0.0,3.3,9.97
1843.3531,403.0866,244.667,0.0,3.53,10.01
1948.4407,423.865,258.6152,0.0,3.56,9.98
2101.4161,454.76919999999996,278.9196,18.2,3.35,10.23
2255.154,480.39660000000003,299.32509999999996,75.3,3.87,11.93
2399.9836999999998,505.8257000000001,318.54830000000004,113.9,4.19,13.67
2528.3899,544.3146,335.5915,205.05,4.32,15.19
2612.5196,506.3482,346.75800000000004,306.98,4.3,16.39
2654.5071999999996,517.4851,352.33099999999996,460.3,4.36,17.6
2676.6977,515.7629999999999,355.2763,579.89,4.46,18.55
2678.4952999999996,491.90139999999997,355.51489999999995,664.57,4.58,19.28
2658.0252,485.13919999999996,352.7979,639.74,4.69,19.74
2621.7992,472.60350000000005,347.9897,696.7,4.81,19.99
2568.8206,567.529,340.95779999999996,686.14,4.81,20.05
2493.0095,545.1473000000001,330.8955,618.55,4.77,19.94
2403.9552,531.1054,319.0754,500.25,4.72,19.6
2318.2743,501.69969999999995,307.703,365.51,4.54,18.9
2224.0525,468.7461,295.197,216.95,4.12,17.89
2125.8327,455.25,282.1604,79.67,2.98,16.39
2055.0504,454.0219,272.7655,10.27,2.24,14.8
1996.6195,438.8571,265.01,0.0,1.97,14.17
1925.7587000000003,436.3356,255.6047,0.0,1.57,13.88
1874.9598999999998,424.82559999999995,248.8622,0.0,1.07,13.87
1759.5682000000002,414.5832,233.5463,0.0,0.52,13.81
1786.0734999999997,410.7393,237.0643,0.0,0.21,13.48
1843.3531,419.7467,244.667,0.0,0.61,13.14
1948.4407,461.28589999999997,258.6152,0.0,1.05,12.91
2101.4161,492.75410000000005,278.9196,17.15,1.35,12.77
2255.154,510.96950000000004,299.32509999999996,69.7,2.08,13.27
2399.9836999999998,535.6505999999999,318.54830000000004,167.09,2.87,13.76
2528.3899,552.8839,335.5915,278.88,3.32,14.82
2612.5196,532.9114,346.75800000000004,380.76,3.71,15.91
2654.5071999999996,529.4807000000001,352.33099999999996,485.61,3.74,16.83
2676.6977,527.8589,355.2763,559.15,3.39,17.59
2678.4952999999996,494.9274,355.51489999999995,556.55,2.89,18.4
2658.0252,437.0932,352.7979,472.7,2.41,19.12
2621.7992,440.02200000000005,347.9897,500.7,2.05,19.62
2568.8206,405.01160000000004,340.95779999999996,412.03,1.86,19.84
2493.0095,390.2425,330.8955,355.9,1.81,19.83
2403.9552,395.3133,319.0754,238.55,1.78,19.55
2318.2743,391.6998,307.703,154.08,1.54,18.98
2224.0525,375.7799,295.197,68.83,1.29,18.23
2125.8327,388.00419999999997,282.1604,22.46,1.09,17.19
2055.0504,398.3018,272.7655,6.79,1.17,16.37
1996.6195,391.4882,265.01,0.0,1.21,15.88
1925.7587000000003,388.4722,255.6047,0.0,1.37,15.44
1874.9598999999998,403.64340000000004,248.8622,0.0,1.53,15.05
1759.5682000000002,384.7654,233.5463,0.0,1.64,14.73
1786.0734999999997,396.6146999999999,237.0643,0.0,1.69,14.47
1843.3531,411.4167,244.667,0.0,1.7,14.3
1948.4407,441.47479999999996,258.6152,0.0,1.7,14.15
2101.4161,480.88380000000006,278.9196,11.41,1.7,14.05
2255.154,508.42170000000004,299.32509999999996,42.95,1.72,14.51
2399.9836999999998,532.9393000000001,318.54830000000004,102.27,2.2,15.44
2528.3899,550.0275,335.5915,145.77,2.48,16.23
2612.5196,553.5717,346.75800000000004,202.24,2.78,17.23
2654.5071999999996,550.4730000000001,352.33099999999996,261.02,2.98,18.2
2676.6977,558.0986,355.2763,341.39,2.97,19.12
2678.4952999999996,555.4474,355.51489999999995,350.18,3.09,19.89
2658.0252,542.1939,352.7979,406.8,3.3,20.33
2621.7992,493.33709999999996,347.9897,387.22,3.43,20.49
2568.8206,460.15139999999997,340.95779999999996,293.59,3.45,20.39
2493.0095,514.1663000000001,330.8955,304.13,3.46,20.37
2403.9552,490.3678,319.0754,248.64,3.41,20.28
2318.2743,496.4616,307.703,176.95,3.1,19.77
2224.0525,463.7209,295.197,98.01,2.77,19.26
2125.8327,455.25,282.1604,30.46,1.96,18.08
2055.0504,470.2736,272.7655,8.9,2.04,16.07
1996.6195,474.94759999999997,265.01,0.0,2.21,15.06
1925.7587000000003,440.68679999999995,255.6047,0.0,2.38,14.32
1874.9598999999998,437.5349,248.8622,0.0,2.49,13.72
2228.0138,552.6445,295.7228,0.0,2.54,13.28
2043.7307999999998,525.4053,271.263,0.0,2.52,13.05
1859.4479000000001,484.33169999999996,246.8033,0.0,2.45,12.93
1761.539,460.8193,233.80790000000002,0.0,2.36,12.84
1663.6301,435.2064,220.8125,12.81,2.18,13.15
1565.7212,406.05559999999997,207.81709999999998,77.57,2.44,15.12
1602.5401000000002,413.7938,212.7041,138.42,2.88,16.52
1639.3591000000001,408.48449999999997,217.59099999999998,238.65,3.04,18.1
1643.918,379.90530000000007,218.19619999999998,332.77,3.01,19.46
1648.4770999999998,371.64709999999997,218.8013,482.81,2.84,20.62
1653.0360999999998,348.39740000000006,219.4064,564.01,2.57,21.48
1606.5137,345.852,213.2315,546.81,2.47,21.83
1559.9913000000001,311.1633,207.0566,551.97,2.88,21.8
1495.3869,325.3073,198.4817,545.05,3.69,21.63
1430.7825,303.17130000000003,189.9068,452.45,4.48,21.24
1366.1781,323.4374,181.3319,451.32,5.09,20.81
1330.1542000000002,299.8816,176.5505,330.59,5.58,20.11
1294.1302,300.5322,171.769,224.43,5.91,19.05
1280.3538,306.0118,169.9405,129.48,5.94,17.9
1266.5774000000001,311.3046,168.112,52.3,5.4,16.62
1252.8011,316.4106,166.28349999999998,8.66,4.52,15.2
1254.6778,321.137,166.53259999999997,0.0,4.07,14.16
1256.5546000000002,315.939,166.78169999999997,0.0,3.74,13.61
1241.4358,300.9176,164.7749,0.0,3.36,13.23
1226.3168999999998,283.3987,162.7682,0.0,3.13,12.99
1211.1981,268.9581,160.76149999999998,0.0,2.88,12.82
1189.0524,254.6372,157.82209999999998,0.0,2.84,12.91
1166.9067,247.25809999999998,154.8828,0.0,2.65,12.92
1181.4756,243.6713,156.8165,15.92,2.53,12.89
1196.0446000000002,243.9736,158.7502,95.34,3.09,13.48
1210.6135,223.6949,160.6839,87.36,3.37,14.17
1251.7078999999999,201.5921,166.1384,134.18,3.28,14.8
1292.8020999999999,177.5393,171.59279999999998,172.78,3.24,15.83
1315.2967999999998,158.3394,174.5785,208.01,3.34,16.83
1337.7915,135.3543,177.56419999999997,201.38,3.53,17.9
1360.2862,117.6524,180.5499,237.47,3.68,18.58
1335.8113999999998,103.46260000000001,177.3014,259.82,3.89,19.23
1311.3367,100.0854,174.0528,232.88,4.22,19.56
1308.6468,105.7938,173.69580000000002,215.78,4.46,19.57
1305.9569000000001,107.0518,173.33880000000002,161.19,4.63,19.19
1303.267,120.08239999999999,172.9818,115.48,4.79,18.63
1356.8483,146.4797,180.0936,70.2,4.86,17.8
1410.4295000000002,182.5391,187.2054,31.62,4.78,16.83
1427.842,196.0843,189.5165,7.63,4.44,15.76
1445.2545,250.72379999999998,191.8277,7.72,3.79,14.72
1462.6670000000001,275.2262,194.1388,0.0,3.66,14.11
1483.26,289.1553,196.8721,0.0,3.65,13.91
1503.8529,306.7615,199.6054,0.0,3.56,13.84
1759.5682000000002,372.8383,233.5463,0.0,3.61,13.76
1786.0734999999997,388.5435,237.0643,0.0,3.59,13.62
1843.3531,421.82919999999996,244.667,0.0,3.55,13.46
1948.4407,448.07849999999996,258.6152,0.0,3.67,13.35
2101.4161,483.2579,278.9196,16.62,3.76,13.26
2255.154,475.30120000000005,299.32509999999996,79.27,4.02,13.42
2399.9836999999998,457.02130000000005,318.54830000000004,55.55,4.66,13.77
2528.3899,427.2014,335.5915,93.98,5.05,14.23
2612.5196,417.8043,346.75800000000004,139.58,5.43,14.98
2654.5071999999996,409.5247,352.33099999999996,188.66,5.86,16.31
2676.6977,367.5885,355.2763,251.22,6.23,17.4
2678.4952999999996,334.54940000000005,355.51489999999995,276.13,6.54,18.1
2658.0252,274.93800000000005,352.7979,304.34,6.8,18.4
2621.7992,241.57139999999998,347.9897,355.48,7.05,18.58
2568.8206,233.78779999999998,340.95779999999996,327.22,7.24,18.69
2493.0095,212.80610000000001,330.8955,303.16,7.37,18.54
2403.9552,224.2152,319.0754,213.57,7.57,18.15
2318.2743,245.03330000000003,307.703,135.72,7.71,17.4
2224.0525,285.32629999999995,295.197,69.05,7.54,16.34
2125.8327,308.75019999999995,282.1604,16.6,6.8,15.27
2055.0504,328.6517,272.7655,7.83,5.79,14.53
1996.6195,337.3524,265.01,0.0,5.76,14.28
1925.7587000000003,338.43330000000003,255.6047,0.0,5.7,14.23
1874.9598999999998,337.97880000000004,248.8622,0.0,5.51,14.12
1759.5682000000002,327.1177,233.5463,0.0,5.5,13.86
1786.0734999999997,350.2054,237.0643,0.0,5.42,13.58
1843.3531,371.849,244.667,0.0,5.37,13.39
1948.4407,406.25519999999995,258.6152,0.0,5.15,13.23
2101.4161,433.4028,278.9196,14.2,4.84,13.15
2255.154,434.53740000000005,299.32509999999996,92.44,5.21,13.67
2399.9836999999998,405.50559999999996,318.54830000000004,121.84,6.03,14.66
2528.3899,370.0729,335.5915,233.02,6.63,15.76
2612.5196,314.50300000000004,346.75800000000004,309.46,7.0,17.1
2654.5071999999996,235.5884,352.33099999999996,320.68,7.38,18.44
2676.6977,171.03040000000001,355.2763,350.64,7.69,19.54
2678.4952999999996,110.62529999999998,355.51489999999995,442.38,7.88,20.15
2658.0252,97.7684,352.7979,627.12,7.99,20.51
2621.7992,105.3218,347.9897,580.43,7.97,20.74
2568.8206,85.7809,340.95779999999996,567.35,7.83,20.81
2493.0095,77.6165,330.8955,491.73,7.62,20.55
2403.9552,77.5597,319.0754,419.05,7.35,19.95
2318.2743,106.2239,307.703,298.49,6.95,18.99
2224.0525,127.03259999999999,295.197,178.45,6.34,17.7
2125.8327,164.65199999999996,282.1604,71.93,5.26,16.14
2055.0504,205.6031,272.7655,8.43,3.66,14.09
1996.6195,253.893,265.01,0.0,3.62,13.07
1925.7587000000003,264.4628,255.6047,0.0,3.68,12.76
1874.9598999999998,249.0137,248.8622,0.0,3.63,12.66
1759.5682000000002,223.7493,233.5463,0.0,3.51,12.51
1786.0734999999997,287.6537,237.0643,0.0,3.22,12.26
1843.3531,315.62129999999996,244.667,0.0,2.9,11.98
1948.4407,340.2183,258.6152,0.0,2.6,11.75
2101.4161,381.1736,278.9196,13.28,2.39,11.81
2255.154,401.4168,299.32509999999996,87.27,3.03,12.95
2399.9836999999998,383.8147,318.54830000000004,86.14,2.7,13.89
2528.3899,432.91420000000005,335.5915,148.81,2.14,15.08
2612.5196,441.416,346.75800000000004,223.5,1.72,16.64
2654.5071999999996,424.51919999999996,352.33099999999996,267.45,1.4,18.05
2676.6977,409.9241,355.2763,452.83,1.18,19.33
2678.4952999999996,422.30339999999995,355.51489999999995,485.24,1.15,20.43
2658.0252,398.05589999999995,352.7979,532.98,1.32,21.26
2621.7992,354.12550000000005,347.9897,545.29,1.57,21.82
2568.8206,349.8717,340.95779999999996,505.42,1.77,22.09
2493.0095,345.1793,330.8955,464.35,1.86,21.96
2403.9552,308.4063,319.0754,410.3,1.93,21.65
2318.2743,310.5094,307.703,316.39,2.0,21.3
2224.0525,315.4775,295.197,191.12,2.01,20.58
2125.8327,325.56159999999994,282.1604,64.9,1.64,18.8
2055.0504,351.86840000000007,272.7655,7.19,2.2,16.4
1996.6195,393.7439,265.01,0.0,2.33,15.33
1925.7587000000003,412.4039,255.6047,0.0,2.3,14.55
1874.9598999999998,422.7074,248.8622,0.0,2.25,13.98
1759.5682000000002,408.6196,233.5463,0.0,2.27,13.51
1786.0734999999997,422.8461,237.0643,0.0,2.35,13.04
1843.3531,438.4893,244.667,0.0,2.44,12.5
1948.4407,459.0847,258.6152,0.0,2.52,11.93
2101.4161,492.75410000000005,278.9196,13.36,2.49,11.9
2255.154,485.4921,299.32509999999996,86.15,3.27,13.55
2399.9836999999998,448.8873,318.54830000000004,217.52,2.61,15.01
2528.3899,441.48350000000005,335.5915,354.32,2.46,18.11
2612.5196,411.90130000000005,346.75800000000004,511.34,2.5,20.49
2654.5071999999996,373.53790000000004,352.33099999999996,638.14,2.55,21.76
2676.6977,361.5406,355.2763,714.0,2.63,22.9
2678.4952999999996,401.1214,355.51489999999995,557.04,2.68,23.84
2658.0252,347.00699999999995,352.7979,586.94,2.68,24.47
2621.7992,336.3538,347.9897,469.66,2.64,24.73
2568.8206,375.9906,340.95779999999996,498.11,2.5,24.6
2493.0095,531.065,330.8955,431.79,2.22,24.33
2403.9552,476.7885,319.0754,316.31,1.94,24.05
2318.2743,410.0331,307.703,199.35,1.57,23.85
2224.0525,393.36809999999997,295.197,118.62,1.34,23.13
2125.8327,400.0123,282.1604,39.95,1.22,21.86
2055.0504,428.48350000000005,272.7655,5.68,1.41,20.93
1996.6195,441.1128,265.01,0.0,1.52,20.14
1925.7587000000003,440.68679999999995,255.6047,0.0,1.63,19.34
1874.9598999999998,435.4167,248.8622,0.0,1.67,18.65
1759.5682000000002,422.5346,233.5463,0.0,1.6,18.11
1786.0734999999997,447.0596,237.0643,0.0,1.6,17.61
1843.3531,471.80940000000004,244.667,0.0,1.79,16.92
1948.4407,507.51169999999996,258.6152,0.0,2.13,15.97
2101.4161,547.3573,278.9196,9.64,2.36,15.6
2255.154,551.7332,299.32509999999996,46.79,3.28,16.4
2399.9836999999998,503.11440000000005,318.54830000000004,122.23,3.47,17.26
2528.3899,492.899,335.5915,222.38,3.87,18.8
2612.5196,479.785,346.75800000000004,275.8,4.23,19.98
2654.5071999999996,445.51149999999996,352.33099999999996,342.92,4.58,21.07
2676.6977,434.11580000000004,355.2763,433.65,4.71,22.02
2678.4952999999996,413.22540000000004,355.51489999999995,463.78,4.65,22.77
2658.0252,377.0357,352.7979,436.07,4.64,23.26
2621.7992,386.7069,347.9897,483.42,4.76,23.52
2568.8206,358.57800000000003,340.95779999999996,466.45,4.86,23.36
2493.0095,336.7299,330.8955,455.25,4.82,22.96
2403.9552,354.57559999999995,319.0754,384.75,4.47,22.59
2318.2743,336.69989999999996,307.703,264.7,3.91,22.08
2224.0525,343.1161,295.197,161.31,3.11,21.25
2125.8327,351.9796,282.1604,49.57,1.93,19.21
2055.0504,379.7284,272.7655,6.64,2.15,16.96
1996.6195,384.7213,265.01,0.0,2.17,16.16
1925.7587000000003,375.4186,255.6047,0.0,2.25,15.62
1874.9598999999998,382.46130000000005,248.8622,0.0,2.45,15.08
2228.0138,462.0298,295.7228,0.0,2.68,14.79
2043.7307999999998,444.59439999999995,271.263,0.0,3.02,14.69
1859.4479000000001,419.2102,246.8033,0.0,3.28,14.47
1761.539,399.1268,233.80790000000002,0.0,3.59,14.4
1663.6301,380.7018,220.8125,11.08,4.03,14.6
1565.7212,356.52759999999995,207.81709999999998,74.4,4.59,15.72
1602.5401000000002,354.0489,212.7041,197.65,4.05,16.45
1639.3591000000001,349.2189,217.59099999999998,327.4,4.24,17.43
1643.918,314.9034,218.19619999999998,455.13,4.88,19.81
1648.4770999999998,300.8779,218.8013,520.3,6.17,22.88
1653.0360999999998,264.35990000000004,219.4064,604.08,6.5,24.41
1606.5137,244.21529999999998,213.2315,689.88,6.42,25.2
1559.9913000000001,214.2322,207.0566,678.98,6.37,26.27
1495.3869,200.29190000000003,198.4817,634.02,6.16,27.15
1430.7825,198.1045,189.9068,488.36,5.85,27.32
1366.1781,195.3332,181.3319,373.95,4.69,26.19
1330.1542000000002,202.2043,176.5505,198.48,3.32,24.3
1294.1302,211.3484,171.769,97.12,2.76,23.05
1280.3538,219.2239,169.9405,27.42,2.29,22.2
1266.5774000000001,229.7432,168.112,16.41,1.41,20.81
1252.8011,230.075,166.28349999999998,5.17,1.46,19.42
1254.6778,231.8371,166.53259999999997,0.0,1.81,18.46
1256.5546000000002,226.50549999999998,166.78169999999997,0.0,2.44,18.01
1241.4358,229.3902,164.7749,0.0,3.52,17.98
1226.3168999999998,247.37780000000004,162.7682,0.0,4.09,17.61
1211.1981,236.11800000000002,160.76149999999998,0.0,3.93,17.0
1189.0524,235.8307,157.82209999999998,0.0,4.0,16.44
1166.9067,231.43849999999998,154.8828,0.0,4.06,15.94
1181.4756,251.6798,156.8165,10.56,4.13,15.59
1196.0446000000002,258.837,158.7502,82.67,4.74,16.12
1210.6135,257.8869,160.6839,169.09,5.25,17.02
1251.7078999999999,253.91389999999998,166.1384,269.77,6.1,18.26
1292.8020999999999,243.26319999999998,171.59279999999998,420.95,6.9,19.76
1315.2967999999998,237.09439999999998,174.5785,560.52,7.79,20.94
1337.7915,226.0357,177.56419999999997,548.9,8.21,21.88
1360.2862,214.46880000000002,180.5499,601.88,8.21,22.67
1335.8113999999998,204.5735,177.3014,616.06,8.14,23.24
1311.3367,194.8994,174.0528,553.74,8.04,23.45
1308.6468,190.0643,173.69580000000002,571.4,7.97,23.23
1305.9569000000001,182.2967,173.33880000000002,454.92,7.55,22.69
1303.267,187.81060000000002,172.9818,397.1,7.09,21.98
1356.8483,210.86090000000002,180.0936,317.9,6.6,21.05
1410.4295000000002,236.71529999999998,187.2054,201.71,5.83,19.94
1427.842,252.5424,189.5165,70.97,4.55,18.65
1445.2545,276.848,191.8277,7.5,2.84,16.44
1462.6670000000001,273.57370000000003,194.1388,0.0,2.24,15.29
1483.26,284.1283,196.8721,0.0,1.99,14.74
1503.8529,291.47090000000003,199.6054,0.0,1.74,14.37
1759.5682000000002,339.04479999999995,233.5463,0.0,1.78,13.69
1786.0734999999997,350.2054,237.0643,0.0,1.58,13.36
1843.3531,376.014,244.667,0.0,1.41,13.44
1948.4407,417.26129999999995,258.6152,0.0,1.62,13.21
2101.4161,466.63950000000006,278.9196,10.95,1.9,12.94
2255.154,503.32630000000006,299.32509999999996,61.94,2.52,14.39
2399.9836999999998,549.2074,318.54830000000004,153.59,3.31,16.06
2528.3899,581.4481000000001,335.5915,219.29,3.43,17.67
2612.5196,594.8922,346.75800000000004,322.57,3.47,18.33
2654.5071999999996,610.451,352.33099999999996,345.89,3.62,18.69
2676.6977,618.578,355.2763,406.28,3.82,19.09
2678.4952999999996,615.9675,355.51489999999995,411.7,3.98,19.13
2658.0252,590.2399,352.7979,336.1,4.19,19.15
2621.7992,549.6141,347.9897,239.53,4.45,19.33
2568.8206,489.1724,340.95779999999996,299.02,4.55,19.52
2493.0095,483.1854,330.8955,230.42,4.42,19.74
2403.9552,585.4222,319.0754,172.91,4.03,20.23
2318.2743,520.0329999999999,307.703,129.3,3.6,21.23
2224.0525,486.3342,295.197,80.12,2.72,21.72
2125.8327,479.2663,282.1604,31.96,2.2,20.62
2055.0504,477.2386,272.7655,6.57,2.84,19.19
1996.6195,472.69199999999995,265.01,0.0,2.93,18.21
1925.7587000000003,477.67199999999997,255.6047,0.0,2.8,17.12
1874.9598999999998,465.07169999999996,248.8622,0.0,2.68,16.26
1759.5682000000002,442.4131,233.5463,0.0,2.6,15.79
1786.0734999999997,434.95279999999997,237.0643,0.0,2.64,15.42
1843.3531,480.1394,244.667,0.0,2.7,15.04
1948.4407,507.51169999999996,258.6152,0.0,2.74,14.65
2101.4161,547.3573,278.9196,10.03,2.67,14.53
2255.154,572.1151,299.32509999999996,86.75,2.87,16.63
2399.9836999999998,573.6096000000001,318.54830000000004,227.8,3.14,18.29
2528.3899,578.5917000000001,335.5915,379.34,2.64,20.65
2612.5196,559.4746,346.75800000000004,526.22,2.76,23.08
2654.5071999999996,541.4763,352.33099999999996,653.11,2.83,24.58
2676.6977,546.0027,355.2763,750.88,2.84,25.84
2678.4952999999996,485.84939999999995,355.51489999999995,814.96,2.78,26.88
2658.0252,473.12770000000006,352.7979,831.73,2.65,27.71
2621.7992,460.7557,347.9897,810.43,2.48,28.3
2568.8206,442.73879999999997,340.95779999999996,743.2,2.31,28.63
2493.0095,415.59060000000005,330.8955,641.09,2.15,28.71
2403.9552,406.17659999999995,319.0754,511.82,2.12,28.52
2318.2743,404.795,307.703,360.78,2.19,28.02
2224.0525,400.9059,295.197,208.89,2.11,27.04
2125.8327,392.8074,282.1604,79.43,2.2,24.4
2055.0504,389.0151,272.7655,0.0,2.81,21.94
1996.6195,391.4882,265.01,0.0,3.0,21.05
1925.7587000000003,397.17470000000003,255.6047,0.0,3.1,20.32
1874.9598999999998,395.1706,248.8622,0.0,3.16,19.62
1759.5682000000002,388.7411,233.5463,0.0,3.17,19.0
1786.0734999999997,392.5791,237.0643,0.0,3.19,18.44
1843.3531,409.3342,244.667,0.0,3.28,18.01
1948.4407,437.07239999999996,258.6152,0.0,3.42,17.65
2101.4161,485.63190000000003,278.9196,9.99,3.59,17.51
2255.154,528.8036,299.32509999999996,86.69,4.32,18.58
2399.9836999999998,546.4961,318.54830000000004,234.26,4.03,19.86
2528.3899,561.4531000000001,335.5915,385.25,3.67,21.76
2612.5196,532.9114,346.75800000000004,514.37,4.28,24.48
2654.5071999999996,550.4730000000001,352.33099999999996,624.07,4.35,26.57
2676.6977,521.811,355.2763,719.64,4.06,28.3
2678.4952999999996,476.77139999999997,355.51489999999995,772.3,3.83,29.59
2658.0252,575.2255,352.7979,807.25,3.74,30.34
2621.7992,543.6902,347.9897,760.27,3.69,30.8
2568.8206,460.15139999999997,340.95779999999996,706.38,3.59,31.02
2493.0095,469.10310000000004,330.8955,590.49,3.43,31.05
2403.9552,482.2202,319.0754,460.92,3.23,30.73
2318.2743,465.0331,307.703,323.19,3.01,30.33
2224.0525,476.2838,295.197,191.54,2.77,28.68
2125.8327,469.65979999999996,282.1604,69.05,2.99,25.72
2055.0504,463.3086,272.7655,0.0,3.58,23.94
1996.6195,454.6467,265.01,0.0,4.02,23.34
1925.7587000000003,462.4428,255.6047,0.0,4.55,22.8
1874.9598999999998,458.717,248.8622,0.0,4.72,21.94
1759.5682000000002,428.4982,233.5463,0.0,4.68,21.01
1786.0734999999997,432.935,237.0643,0.0,4.7,20.19
1843.3531,450.9843,244.667,0.0,4.71,19.48
1948.4407,481.097,258.6152,0.0,4.74,18.98
2101.4161,516.4946,278.9196,8.11,4.59,18.68
2255.154,551.7332,299.32509999999996,65.03,4.66,19.17
2399.9836999999998,568.1869,318.54830000000004,187.12,4.35,20.17
2528.3899,592.8738000000001,335.5915,303.67,3.97,21.7
2612.5196,588.9893,346.75800000000004,444.16,3.81,23.69
2654.5071999999996,556.4708,352.33099999999996,572.82,3.89,25.9
2676.6977,515.7629999999999,355.2763,664.62,3.87,28.08
2678.4952999999996,510.0574,355.51489999999995,708.77,3.87,29.94
2658.0252,479.13349999999997,352.7979,742.73,3.64,31.01
2621.7992,454.8318,347.9897,689.88,3.43,31.51
2568.8206,454.3472,340.95779999999996,611.33,3.47,31.8
2493.0095,418.40700000000004,330.8955,500.16,3.73,31.44
2403.9552,406.17659999999995,319.0754,410.08,3.8,30.12
2318.2743,410.0331,307.703,273.92,3.92,28.51
2224.0525,405.9311,295.197,161.45,4.21,26.99
2125.8327,412.02049999999997,282.1604,53.95,4.63,25.57
2055.0504,437.77020000000005,272.7655,0.0,5.06,24.37
1996.6195,450.13539999999995,265.01,0.0,5.31,23.4
1925.7587000000003,451.56479999999993,255.6047,0.0,5.35,22.37
1874.9598999999998,443.8895,248.8622,0.0,5.19,21.36
1759.5682000000002,420.5467,233.5463,0.0,4.89,20.37
1786.0734999999997,418.81049999999993,237.0643,0.0,4.64,19.39
1843.3531,438.4893,244.667,0.0,4.49,18.44
1948.4407,454.6822,258.6152,0.0,4.47,17.58
2101.4161,473.76160000000004,278.9196,8.27,4.61,16.96
2255.154,488.03990000000005,299.32509999999996,74.88,5.14,17.44
2399.9836999999998,494.9803,318.54830000000004,219.84,5.05,18.9
2528.3899,490.0426,335.5915,376.2,5.77,21.3
2612.5196,482.73650000000004,346.75800000000004,525.79,6.63,23.49
2654.5071999999996,433.5159,352.33099999999996,651.92,7.21,25.3
2676.6977,409.9241,355.2763,745.8,7.27,26.73
2678.4952999999996,395.06940000000003,355.51489999999995,808.07,7.12,27.87
2658.0252,383.04150000000004,352.7979,821.5,7.01,28.68
2621.7992,348.20160000000004,347.9897,792.07,7.02,29.16
2568.8206,329.55699999999996,340.95779999999996,724.36,7.16,29.39
2493.0095,407.1412,330.8955,622.25,7.35,29.19
2403.9552,400.745,319.0754,494.03,7.37,28.6
2318.2743,378.6046,307.703,342.75,7.15,27.53
2224.0525,365.7295,295.197,192.56,6.81,25.9
2125.8327,361.5862,282.1604,65.93,6.26,23.74
2055.0504,372.76340000000005,272.7655,0.0,6.25,21.83
1996.6195,377.9543,265.01,0.0,6.26,20.49
1925.7587000000003,379.7698,255.6047,0.0,6.2,19.41
1874.9598999999998,363.3973,248.8622,0.0,6.05,18.57
2228.0138,436.8591,295.7228,0.0,5.93,17.95
2043.7307999999998,465.3743999999999,271.263,0.0,5.87,17.55
1859.4479000000001,408.7068,246.8033,0.0,5.88,17.3
1761.539,391.1664999999999,233.80790000000002,0.0,5.83,17.1
1663.6301,382.5813,220.8125,7.02,6.03,17.1
1565.7212,352.98990000000003,207.81709999999998,69.81,5.98,17.59
1602.5401000000002,354.0489,212.7041,196.83,6.49,19.14
1639.3591000000001,349.2189,217.59099999999998,341.88,6.93,21.24
1643.918,339.047,218.19619999999998,493.02,7.18,23.19
